tagnum,Easting,Northing,elevation,precision
231383,653433.621,4859057.019,103.7269,20CM
231385,653474.7312,4859018.65,102.9333,20CM
231391,653430.6865,4859057.884,103.7209,20CM
231396,653422.2858,4859063.569,103.5902,20CM
231409,653421.3199,4859064.761,103.6265,20CM
231410,653462.0099,4859047.04,103.4706,1M
231412,653420.3566,4859068.673,103.663,20CM
231413,653423.4143,4859058.978,103.667,20CM
231423,653454.901,4859054.744,103.3866,20CM
231426,653475.3216,4859023.35,103.1207,20CM
231427,653420.8632,4859065.206,103.6788,20CM
231433,653488.2687,4859009.902,102.6628,20CM
231434,653449.2828,4859056.581,103.4284,20CM
231435,653454.5298,4859057.218,103.0214,20CM
231440,653428.2279,4859058.189,103.4707,20CM
231444,653463.4044,4859044.374,102.972,20CM
231446,653463.7263,4859040.224,103.0747,20CM
231453,653472.53,4859022.937,103.0382,20CM
231455,653463.7939,4859045.775,102.9225,20CM
231460,653419.116,4859068.372,103.7089,20CM
231465,653466.3157,4859034.735,102.9787,20CM
231469,653431.5206,4859056.277,103.482,20CM
231475,653420.8588,4859067.6,103.6167,20CM
231481,653466.5304,4859035.749,103.2074,20CM
231483,653426.6451,4859060.526,103.5366,20CM
231494,653462.9547,4859047.378,103.1894,20CM
231495,653419.4724,4859067.092,103.7705,20CM
231505,653462.5216,4859045.518,103.2288,1M
231509,653463.3355,4859046.057,103.0032,20CM
231513,653446.3683,4859054.698,103.5774,20CM
231525,653463.7386,4859046.604,102.935,20CM
231537,653428.0417,4859059.872,103.7002,20CM
231542,653456.6136,4859055.132,103.1899,20CM
231543,653468.6572,4859033.014,103.3255,20CM
231550,653460.7773,4859051.857,103.1654,1M
231552,653463.6814,4859047.312,102.9233,20CM
231559,653470.3668,4859033.506,103.4375,20CM
231566,653420.7989,4859067.32,103.6237,20CM
231568,653468.1353,4859035.235,103.3099,20CM
231571,653450.7826,4859054.637,103.4689,20CM
231578,653443.2734,4859057.632,103.5262,20CM
231584,653420.2044,4859065.386,103.6951,20CM
231585,653421.0349,4859066.645,103.6503,20CM
231589,653419.4882,4859069.111,103.5517,20CM
231590,653494.4068,4859007.858,101.5627,1M
231593,653426.6439,4859061.09,103.5383,20CM
231596,653420.3825,4859066.817,103.6313,20CM
231598,653443.6572,4859055.177,103.5071,20CM
231602,653463.9525,4859045.639,102.876,20CM
231603,653456.5115,4859053.021,103.627,20CM
231605,653477.5988,4859018.826,103.4334,20CM
231607,653451.3025,4859056.057,103.3628,20CM
231612,653456.1508,4859055.378,103.174,20CM
231614,653445.2789,4859054.657,103.5221,20CM
231621,653421.4637,4859064.217,103.5548,20CM
231622,653447.825,4859056.287,103.4858,20CM
231623,653473.8676,4859027.004,103.1057,20CM
231639,653466.9879,4859039.762,103.0959,20CM
231646,653421.1533,4859066.989,103.6532,20CM
231648,653421.7445,4859067.056,103.6967,20CM
231682,652176.8,4861021.6,97.64,4m
231750,653462.7885,4859049.205,103.0892,1M
231764,653460.7729,4859053.592,103.1151,20CM
231767,653445.174,4859056.387,103.569,20CM
231773,653421.5028,4859065.555,103.6829,20CM
231777,653421.9813,4859062.124,103.5503,20CM
231792,653482.6575,4859012.841,102.7076,20CM
231799,653420.3509,4859067.58,103.6689,20CM
231801,653454.9836,4859058.23,103.2773,20CM
231803,653420.3492,4859065.753,103.7364,20CM
231805,653423.1276,4859060.45,103.6025,20CM
231809,653422.4667,4859063.437,103.603,20CM
231810,653440.9043,4859052.119,103.3366,20CM
231815,653441.9205,4859053.932,103.4597,20CM
231821,653421.1456,4859067.136,103.6743,20CM
231822,653464.4538,4859045.708,102.7635,20CM
231826,653463.5363,4859047.839,102.9666,20CM
231829,653444.3476,4859053.889,103.5309,20CM
231831,653446.6458,4859057.61,103.4774,20CM
231838,653436.0185,4859054.482,103.3427,20CM
231843,653428.3285,4859058.869,103.5803,20CM
231847,653427.2407,4859059.907,103.5631,20CM
231848,653446.8029,4859057.135,103.5782,20CM
231849,653445.2373,4859055.048,103.5393,20CM
231855,653422.5704,4859061.241,103.564,20CM
231858,653419.6857,4859066.718,103.7745,20CM
231859,653445.4734,4859056.639,103.5487,20CM
231862,653418.7851,4859068.118,103.7506,20CM
231869,653445.8601,4859055.037,103.4993,20CM
231870,653449.5172,4859055.454,103.4256,20CM
231871,653423.179,4859061.834,103.4923,20CM
231874,653434.7245,4859054.654,103.4441,20CM
231876,653456.4868,4859053.978,103.4608,20CM
231880,653447.8503,4859054.962,103.5642,20CM
231884,653446.8729,4859055.588,103.483,20CM
231886,653432.8272,4859054.293,103.2643,20CM
231894,653448.6397,4859055.141,103.3876,20CM
231907,653420.9701,4859064.453,103.5619,20CM
231908,653421.9222,4859063.82,103.6273,20CM
231909,653419.8742,4859069.016,103.6601,20CM
231915,653419.7661,4859068.145,103.69,20CM
231921,653420.7662,4859065.89,103.6746,20CM
231924,653423.2707,4859061.138,103.5937,20CM
231926,653419.9669,4859065.925,103.7921,20CM
231927,653470.6048,4859031.502,103.3155,20CM
231933,653463.8459,4859047.71,102.8572,20CM
231936,653441.9836,4859054.352,103.5369,20CM
231944,653443.8839,4859054.767,103.6,20CM
230501,652144.6089,4860969.005,135.3139,20CM
230510,652143.0276,4860970.509,135.4359,20CM
230527,652194.7492,4861007.989,133.8472,1M
230532,652192.8597,4861007.474,133.5313,1M
230542,652177.7759,4860984.593,134.5363,20CM
230550,652176.4054,4860986.326,134.8094,20CM
230561,652171.8409,4861010.997,134.6367,0.2M
230562,652142.6858,4860972.796,135.5012,20CM
230568,652142.4785,4860972.064,135.5125,20CM
230573,652176.6006,4860982.064,134.7966,20CM
230576,652142.1181,4860975.747,135.3745,20CM
230580,652144.1579,4860970.724,135.4977,20CM
230582,652140.2261,4860978.442,135.3118,20CM
230591,652142.8804,4860973.556,135.4749,20CM
230597,652143.1418,4860972.79,135.5301,20CM
230610,652142.0486,4860972.765,135.4983,20CM
230615,652142.0272,4860975.428,135.4155,20CM
230624,652143.1488,4860970.251,135.442,20CM
230636,652141.524,4860973.998,135.5134,20CM
230637,652170.0282,4860976.76,134.9521,20CM
230639,652173.7525,4860977.517,134.9078,20CM
230647,652143.9857,4860969.237,135.3146,20CM
230648,652174.7999,4860977.968,134.8042,20CM
230660,652142.249,4860973.826,135.496,20CM
230672,652143.7413,4860969.463,135.3238,20CM
230682,652175.7534,4860981.062,134.8555,20CM
230703,652142.5245,4860975.887,135.3437,20CM
230718,652171.3511,4861001.565,134.6861,0.2M
230750,652177.2057,4860990.839,134.2898,0.2M
230784,652143.0536,4860971.546,135.4738,20CM
230840,652141.0389,4860978.472,135.2369,20CM
230873,652174.5064,4860977.085,134.822,20CM
230887,652143.499,4860974.827,135.4161,20CM
230891,652141.257,4860976.848,135.3719,20CM
230894,652141.2917,4860975.91,135.3684,20CM
230900,652144.1194,4860971.053,135.5065,20CM
230919,652143.8881,4860969.154,135.3123,20CM
230965,652173.7293,4860998.138,134.4453,1M
230967,652172.8611,4860977.302,134.9878,20CM
230970,652141.6986,4860976.009,135.3326,20CM
230973,652177.8253,4860983.811,134.5115,20CM
230976,652177.0501,4860985.212,134.767,20CM
230983,652145.5074,4860968.275,135.3089,1M
230987,652142.5461,4860974.178,135.4925,20CM
230992,652143.0624,4860971.259,135.4723,20CM
230994,652174.8744,4860979.673,134.8492,20CM
230995,652172.0599,4861002.363,134.4793,0.2M
230998,652175.8846,4860978.827,134.6564,20CM
231004,652148.7801,4860962.365,135.1547,1M
231006,652172.6029,4861017.537,134.6911,0.2M
231008,652174.3479,4860978.667,134.9159,20CM
231009,652143.5691,4860973.128,135.5112,20CM
231010,652142.8338,4860975.771,135.3328,20CM
231014,652176.7765,4860985.533,134.809,1M
231018,652142.7335,4860972.083,135.5245,20CM
231023,652142.6165,4860970.747,135.4443,20CM
231032,652144.0218,4860971.375,135.4941,20CM
231033,652141.4148,4860977.175,135.3349,20CM
231034,652174.8,4861001.292,134.0374,0.2M
231040,652143.772,4860970.068,135.4174,20CM
231043,652175.7133,4860983.294,134.9671,20CM
231050,652143.4198,4860969.451,135.3321,20CM
231056,652174.3282,4860976.406,134.8008,20CM
231058,652174.1897,4860976.876,134.8555,20CM
231059,652175.4112,4860980.835,134.9751,20CM
231060,652174.7692,4860978.24,134.8236,20CM
231063,652172.3872,4860979.78,134.9612,20CM
231064,652174.55,4861000.174,134.284,0.2M
231065,652142.6611,4860976.102,135.3409,20CM
231066,652144.2778,4860969.53,135.3581,20CM
231070,652169.2925,4860977.261,134.9606,20CM
231071,652145.0944,4860968.291,135.2862,20CM
231073,652177.2177,4860980.997,134.6324,20CM
231075,652141.2611,4860976.191,135.3348,20CM
231079,652141.6655,4860978.047,135.2575,20CM
231081,652175.8111,4860983.239,134.9484,20CM
231083,652143.4093,4860972.004,135.5078,20CM
231085,652143.4797,4860970.791,135.4791,20CM
231086,652171.959,4861002.979,134.4982,0.2M
231088,652176.922,4860987.082,134.579,1M
231089,652143.6559,4860972.098,135.5214,20CM
231090,652143.9108,4860970.582,135.5001,20CM
231092,652142.2997,4860974.54,135.4744,20CM
231094,652175.5569,4860978.981,134.7075,20CM
231096,652177.9959,4860984.066,134.4957,20CM
231097,652176.7244,4860993.137,134.4489,0.2M
231099,652142.6853,4860971.254,135.466,20CM
231100,652175.097,4860982.24,134.9772,20CM
231101,652142.9971,4860968.906,135.6484,1M
231102,652142.2068,4860971.495,135.5319,20CM
231103,652174.291,4860977.791,134.8998,20CM
231104,652142.9649,4860971.759,135.4571,20CM
231106,652142.1578,4860973.054,135.487,20CM
231107,652171.6121,4860980.195,135.0857,20CM
231109,652142.7595,4860972.474,135.5406,20CM
231110,652173.6375,4860978.35,134.9209,20CM
231111,652140.8323,4860977.276,135.3663,20CM
231112,652142.6692,4860975.719,135.3463,20CM
231113,652141.2046,4860977.271,135.3497,20CM
231114,652177.0762,4860984.762,134.7467,20CM
231115,652170.3732,4861003.436,134.5918,0.2M
231118,652174.3439,4860978.844,134.9046,20CM
231121,652142.3008,4860974.062,135.4855,20CM
231125,652142.9756,4860973.914,135.4952,20CM
231129,652140.8643,4860977.575,135.3554,20CM
231135,652171.1294,4861020.358,133.2113,1M
231137,652142.2393,4860976.993,135.3636,20CM
231144,652142.3945,4860974.948,135.4399,20CM
231146,652143.5837,4860974.204,135.4739,20CM
231147,652142.5093,4860973.758,135.487,20CM
231150,652142.6212,4860973.417,135.496,20CM
231151,652177.3736,4860991.881,134.3287,0.2M
231154,652174.5675,4860999.083,134.276,1M
231155,652175.5434,4860999.981,134.0873,1M
231159,652169.9049,4860972.9,135.1322,20CM
231160,652173.059,4860976.831,134.9356,20CM
231650,652142.0577,4860977.186,135.2856,20CM
231652,652174.386,4860980.977,134.9609,20CM
231653,652176.5617,4860981.467,134.7855,20CM
231654,652172.9171,4860978.73,134.9704,20CM
231655,652141.4151,4860978.075,135.2437,20CM
231656,652175.8143,4860984.249,134.9444,20CM
231657,652142.6698,4860975.128,135.3762,20CM
231660,652143.379,4860972.832,135.5252,20CM
231661,652143.3851,4860971.349,135.475,20CM
231662,652143.5188,4860970.202,135.453,20CM
231663,652142.5001,4860971.748,135.4595,20CM
231664,652143.5806,4860971.359,135.5143,20CM
231665,652141.7548,4860975.632,135.3552,20CM
231666,652172.1379,4860978.783,134.9126,20CM
231667,652172.6125,4860979.276,134.9558,20CM
231668,652175.1269,4860979.534,134.9635,X
231669,652141.8119,4860974.255,135.4906,20CM
231670,652140.8638,4860977.936,135.2811,20CM
231672,652142.1525,4860976.221,135.3442,20CM
231673,652173.633,4860978.221,134.9447,20CM
231674,652144.3033,4860968.863,135.3046,20CM
231676,652142.2899,4860975.345,135.388,20CM
231677,652175.6832,4860981.289,134.8687,20CM
231678,652173.2327,4860977.116,134.9279,20CM
231679,652142.4372,4860973.898,135.5207,20CM
231680,652141.5117,4860976.6,135.3447,20CM
231681,652141.9683,4860973.726,135.4476,20CM
231683,652174.9093,4860986.165,135.1849,20CM
231684,652175.2364,4860979.18,134.8044,20CM
231658,652142.164,4860975.952,135.3912,20CM
231685,652174.984,4860979.78,134.8662,20CM
231687,652141.9641,4860977.594,135.3123,20CM
231688,652175.1584,4860978.66,134.7966,20CM
231689,652173.4718,4860977.817,134.9237,20CM
231691,652173.6275,4860976.927,134.8745,20CM
231693,652142.3609,4860973.312,135.4734,20CM
231694,652142.225,4860972.037,135.5364,20CM
231695,652140.3824,4860977.168,135.4057,20CM
231696,652143.8856,4860971.124,135.5418,20CM
231697,652175.8154,4860981.266,134.9167,20CM
231698,652141.5125,4860975.762,135.3281,20CM
231700,652172.8435,4860977.73,134.925,20CM
231701,652144.4706,4860969.649,135.3995,20CM
231702,652177.8976,4860983.233,134.5039,20CM
231703,652142.4354,4860971.018,135.5187,20CM
231704,652142.7854,4860974.092,135.5122,20CM
231705,652174.337,4860978.402,134.8762,20CM
231706,652142.0378,4860976.708,135.3454,20CM
231707,652142.2061,4860972.369,135.508,20CM
231708,652170.5686,4860978.854,134.9561,20CM
231709,652174.2765,4860977.224,134.8062,20CM
231710,652174.6821,4860979.403,134.8835,20CM
231711,652175.6934,4860982.813,134.9562,20CM
231712,652175.626,4860980.218,134.824,20CM
231713,652173.7987,4860978.959,134.9311,20CM
231714,652144.0717,4860969.505,135.3584,20CM
231715,652168.9064,4860977.102,135.0063,20CM
231716,652171.1599,4860977.93,135.0461,20CM
231717,652174.501,4860977.973,134.8167,20CM
231719,652175.6006,4860982.136,134.9215,20CM
231720,652168.4686,4860975.432,134.7779,20CM
231721,652174.6761,4860978.976,134.8987,20CM
231722,652175.1962,4860982.674,134.9915,20CM
231724,652141.1042,4860978.79,135.2231,20CM
231725,652140.8752,4860976.997,135.3578,20CM
231726,652139.8349,4860978.084,135.4215,20CM
231731,652141.0124,4860976.455,135.3444,20CM
231732,652175.1493,4860978.118,134.7152,20CM
231734,652142.8873,4860973.09,135.4825,20CM
231735,652141.7193,4860974.506,135.5108,20CM
231736,652143.6465,4860972.616,135.5197,20CM
231737,652143.3181,4860972.565,135.5041,20CM
231728,652173.178,4860981.386,135.1014,20CM
231738,652176.1468,4860978.979,134.6406,20CM
231739,652141.3493,4860978.308,135.2418,20CM
231740,652176.6761,4860982.25,134.8344,20CM
231741,652142.0618,4860973.97,135.4773,20CM
231742,652143.533,4860969.862,135.4262,20CM
231743,652174.3851,4860977.109,134.8625,20CM
231745,652143.3324,4860970.593,135.4849,20CM
231747,652169.0681,4860976.242,134.846,20CM
231748,652176.6993,4860986.885,134.7,20CM
231749,652176.0351,4860979.296,134.6876,20CM
231699,652143.1213,4860973.129,135.4652,20CM
231950,652142.7816,4860973.791,135.4972,20CM
231951,652141.4043,4860977.643,135.2713,20CM
231952,652142.3733,4860975.657,135.3516,20CM
231954,652141.0031,4860978.966,135.2183,20CM
231955,652172.3738,4860975.861,135.1964,X
231956,652169.033,4860975.676,134.7526,20CM
231957,652143.1589,4860972.044,135.4686,20CM
231958,652141.7615,4860976.459,135.3399,20CM
231959,652141.46,4860975.374,135.4081,20CM
231961,652141.0803,4860975.696,135.4854,20CM
231962,652142.9297,4860972.15,135.4798,20CM
231963,652173.6054,4860979.503,134.9584,20CM
231964,652142.9147,4860970.883,135.4457,20CM
231965,652141.9513,4860974.869,135.4357,20CM
231966,652168.3571,4860976.021,134.9005,20CM
231967,652171.1595,4860975.683,135.0056,20CM
231968,652142.1616,4860973.229,135.4759,20CM
231969,652140.7079,4860976.903,135.3883,20CM
231970,652142.5698,4860972.363,135.4908,20CM
231971,652166.7953,4860972.421,134.8665,20CM
231972,652177.3349,4860987.273,134.4152,20CM
231973,652173.6674,4860980.385,135.012,20CM
231974,652141.9624,4860974.442,135.46,20CM
231975,652170.5858,4860979.484,135.04,20CM
231977,652142.8724,4860972.795,135.5323,20CM
231978,652173.8077,4860977.883,134.9471,20CM
231976,652140.2298,4860978.117,135.3381,20CM
231979,652174.673,4860980.877,134.9632,20CM
231980,652170.3009,4860978.941,134.9746,20CM
231981,652142.7063,4860974.514,135.4953,20CM
231982,652176.4976,4860982.583,134.8811,20CM
231984,652166.7665,4860975.658,134.9317,20CM
231985,652142.6334,4860970.145,135.4943,20CM
231990,652140.507,4860977.694,135.3569,20CM
231991,652144.094,4860970.113,135.4484,20CM
231992,652143.7463,4860971.041,135.5247,20CM
231993,652168.984,4860975.278,134.7813,20CM
231995,652175.2883,4860979.01,134.7707,20CM
231996,652172.6185,4860978.086,134.905,20CM
231997,652143.6832,4860971.765,135.5189,20CM
231998,652176.0002,4860979.925,134.7385,20CM
231999,652167.047,4860974.949,134.8275,20CM
