tagnum,Easting,Northing,elevation,precision
%d,%f,%f,%f,%s
231082,652141.4889,4860977.411,135.37503,20CM
231083,652143.4393,4860972.011,135.43364,20CM
231084,653418.7899,4859067.652,103.82025,20CM
231085,652143.4037,4860970.779,135.39116,20CM
231086,652167.3739,4860973.456,134.97125,20CM
231088,652166.269,4860972.894,134.86008,20CM
231089,652143.6821,4860971.995,135.46613,20CM
231090,652143.3309,4860972.498,135.46554,20CM
231092,652141.8178,4860975.417,135.36952,20CM
231094,652171.0794,4860975.819,134.98116,20CM
231095,652168.5495,4860975.808,134.8094,20CM
231096,652172.0849,4860975.73,134.98958,20CM
231097,652167.6152,4860973.175,134.86276,20CM
231099,652142.7394,4860971.353,135.41145,20CM
231100,652170.2525,4860976.712,135.02329,20CM
231101,652142.7921,4860969.136,135.24134,20CM
231102,652142.1163,4860971.756,135.43203,20CM
231103,652168.5503,4860973.701,134.95611,20CM
231104,652141.0628,4860977.914,135.28212,20CM
231105,653444.5053,4859055.262,103.56248,20CM
231106,652142.0501,4860972.892,135.45615,20CM
231107,652167.3374,4860973.807,134.94767,20CM
231109,652142.92,4860972.792,135.48189,20CM
231110,652172.4802,4860978.149,134.97938,20CM
231111,652140.7822,4860977.548,135.28438,20CM
231112,652142.7227,4860975.566,135.33065,20CM
231113,652141.2658,4860977.126,135.2633,20CM
231114,652170.0217,4860976.419,134.9904,20CM
231115,652169.1472,4860974.521,134.92775,20CM
231116,652171.5624,4860978.419,135.05642,20CM
231119,652171.1761,4860977.387,134.99487,20CM
231121,652142.3398,4860974.1,135.45038,20CM
231124,652142.5184,4860973.389,135.43893,20CM
231125,652143.0623,4860973.974,135.45777,20CM
231126,653420.503,4859066.429,103.68182,20CM
231129,652140.425,4860978.423,135.24849,20CM
231130,653422.4751,4859062.745,103.60201,20CM
231131,653420.7861,4859066.52,103.62482,20CM
231133,653422.7104,4859065.478,103.68819,20CM
231134,653420.1637,4859066.665,103.7593,20CM
231135,652168.9669,4860976.533,134.98619,20CM
231136,653449.7977,4859058.411,103.38346,20CM
231139,653447.6585,4859056.861,103.52397,20CM
231140,652141.5535,4860977.014,135.2736,20CM
231142,653444.7043,4859056.35,103.69371,20CM
231144,652142.3091,4860975.124,135.37199,20CM
231146,652141.7228,4860978.262,135.47933,20CM
231147,652142.433,4860973.835,135.46945,20CM
231150,652142.4158,4860973.65,135.45407,20CM
231151,652168.2759,4860975.008,134.80159,20CM
231154,652165.6846,4860973.635,135.00249,20CM
231155,652167.1867,4860973.858,135.00057,20CM
231159,652167.5881,4860972.439,134.89204,20CM
231160,652171.1508,4860976.757,134.99228,20CM
231161,652142.2068,4860970.797,135.41964,20CM
231163,653422.2069,4859062.684,103.58225,20CM
231165,653423.4833,4859058.039,103.64998,20CM
231170,653443.6207,4859055.144,103.52535,20CM
231173,653445.483,4859057.563,103.4697,20CM
231180,653422.3835,4859058.53,103.65111,20CM
231185,653421.9183,4859064.622,103.69928,20CM
231187,653445.9192,4859057.06,103.61181,20CM
231192,653422.053,4859065.311,103.81249,20CM
231193,653423.2431,4859060.118,103.70338,20CM
231195,653440.7227,4859056.459,103.66718,X
231196,653419.1436,4859066.879,103.79344,20CM
231198,653450.6328,4859056.552,103.36356,20CM
231199,653422.4379,4859065.88,103.68917,20CM
231202,653445.401,4859055.74,103.62471,20CM
231204,653443.33,4859056.099,103.73701,20CM
231205,653441.5766,4859055.224,103.64185,20CM
231206,653419.7489,4859067.291,103.74929,20CM
231209,653421.3644,4859064.482,103.74675,20CM
231210,653422.8354,4859061.442,103.57808,20CM
231211,653422.2674,4859062.293,103.58527,20CM
231212,653421.7102,4859066.027,103.77133,20CM
231213,653423.4183,4859061.578,103.67976,20CM
231217,653422.1509,4859062.963,103.56246,20CM
231224,653422.2675,4859059.67,103.68072,20CM
231228,653444.1854,4859057.015,103.68417,20CM
231229,653445.8184,4859056.25,103.61339,20CM
231232,653453.6464,4859056.494,103.22238,20CM
231237,653449.4488,4859056.011,103.40103,20CM
231240,653422.436,4859060.233,103.66463,20CM
231247,653448.9683,4859056.98,103.38296,20CM
231255,653444.7155,4859055.811,103.64391,20CM
231259,653422.7858,4859060.732,103.64505,20CM
231260,653421.3184,4859066.422,103.64748,20CM
231261,653441.6745,4859055.968,103.72484,X
231262,653421.0685,4859064.945,103.68232,20CM
231264,653422.5497,4859063.027,103.67272,20CM
231266,653448.4063,4859056.668,103.48839,20CM
231269,653444.7868,4859056.8,103.67323,20CM
231271,653443.3535,4859054.639,103.59903,20CM
231280,653421.1301,4859065.257,103.69377,20CM
231282,653449.7551,4859058.062,103.44928,20CM
231283,653448.3699,4859056.147,103.48184,20CM
231286,653420.0632,4859068.909,103.69695,X
231292,653423.7787,4859060.525,103.64317,20CM
231294,653421.3355,4859063.46,103.66695,20CM
231295,653441.705,4859056.528,103.66102,20CM
231302,653421.6658,4859063.175,103.6034,20CM
231303,653445.3177,4859055.43,103.58771,20CM
231311,653449.1936,4859056.977,103.42081,20CM
231314,653423.5315,4859062.277,103.67809,20CM
231320,653418.4976,4859068.548,103.75174,20CM
231329,653419.0038,4859067.325,103.83403,20CM
231338,653418.9658,4859067.793,103.78633,20CM
231339,653420.9239,4859066.004,103.6158,20CM
231344,653419.9515,4859066.437,103.75694,20CM
231354,653423.303,4859061.271,103.67286,20CM
231376,653448.3073,4859057.893,103.5514,20CM
231377,653420.8914,4859064.178,103.79547,X
231381,653442.9085,4859055.781,103.71173,20CM
231382,653444.8524,4859055.406,103.57828,20CM
231383,653423.4223,4859060.529,103.63248,20CM
231385,653446.3488,4859056.25,103.60902,20CM
231386,653450.0238,4859056.162,103.39761,20CM
231391,653423.0732,4859061.669,103.57821,20CM
231392,653446.5671,4859056.957,103.52375,20CM
231396,653422.3436,4859063.817,103.65654,20CM
231406,653449.7996,4859058.002,103.424,20CM
231409,653421.2614,4859064.667,103.68767,20CM
231410,653443.1745,4859056.863,103.6881,20CM
231412,653420.1775,4859068.516,103.68637,20CM
231413,653421.6754,4859065.766,103.71204,20CM
231423,653441.0546,4859055.263,103.62767,20CM
231425,653420.7829,4859067.148,103.66838,20CM
231426,653443.3945,4859057.029,103.65567,20CM
231427,653420.9525,4859065.207,103.66982,20CM
231433,653447.8257,4859057.824,103.42723,20CM
231434,653449.4115,4859056.937,103.426,20CM
231435,653422.6214,4859061.719,103.59289,20CM
231440,653423.3871,4859060.885,103.61852,20CM
231444,653422.8984,4859063.118,103.68267,20CM
231446,653448.2253,4859056.554,103.48391,20CM
231453,653423.4725,4859063.294,103.66619,20CM
231455,653443.8005,4859056.568,103.69103,20CM
231460,653419.3862,4859068.468,103.75,20CM
231465,653422.2796,4859065.329,103.76023,20CM
231469,653421.3195,4859064.866,103.74039,20CM
231475,653420.7121,4859067.975,103.68604,20CM
231481,653450.3317,4859058.061,103.44067,X
231483,653423.894,4859061.053,103.65458,20CM
231494,653450.5514,4859057.614,103.3365,20CM
231495,653419.516,4859067.125,103.78958,20CM
231505,653449.1521,4859055.796,103.49965,20CM
231509,653422.7361,4859064.176,103.77462,20CM
231510,653441.362,4859055.339,103.66105,20CM
231513,653445.9715,4859054.857,103.52025,20CM
231525,653441.4263,4859056.499,103.64234,20CM
231526,653423.3733,4859062.538,103.67183,20CM
231532,653448.7806,4859056.493,103.50245,20CM
231533,653443.8722,4859056.91,103.69583,20CM
231537,653421.1188,4859063.737,103.74128,20CM
231542,653443.7034,4859056.101,103.73886,X
231543,653447.611,4859055.584,103.58785,20CM
231550,653449.3781,4859057.202,103.40849,20CM
231552,653423.1243,4859063.418,103.67378,20CM
231559,653447.4375,4859056.762,103.50614,20CM
231566,653420.9635,4859067.535,103.692,20CM
231568,653449.3717,4859057.591,103.46595,20CM
231571,653442.4373,4859055.708,103.72868,20CM
231578,653422.7702,4859062.301,103.59642,20CM
231584,653420.2048,4859065.484,103.76454,20CM
231585,653420.7309,4859067.577,103.66724,20CM
231589,653419.477,4859069.05,103.7365,20CM
231590,653449.7254,4859057.814,103.47359,X
231593,653421.7928,4859062.52,103.58401,20CM
231596,653419.9811,4859067.003,103.73817,20CM
231598,653442.9743,4859054.99,103.68015,20CM
231602,653442.2188,4859055.123,103.71716,20CM
231603,653445.6889,4859055.602,103.58148,20CM
231605,653448.2305,4859057.309,103.51899,20CM
231607,653446.0953,4859055.785,103.5734,20CM
231612,653442.4518,4859055.48,103.64782,20CM
231614,653445.3273,4859054.921,103.51616,20CM
231621,653421.5477,4859064.423,103.73288,X
231622,653444.5019,4859055.521,103.58255,20CM
231623,653441.145,4859055.86,103.67334,20CM
231632,653448.5699,4859057.079,103.44136,20CM
231639,653440.8472,4859056.142,103.61031,20CM
231645,653423.6179,4859061.87,103.74588,X
231646,653421.3095,4859066.817,103.71924,20CM
231648,653421.7325,4859067.039,103.71194,20CM
231650,652141.9015,4860977.952,135.53886,20CM
231653,652168.9727,4860975.027,134.88288,20CM
231654,652167.5907,4860973.584,134.97177,20CM
231656,652168.6491,4860974.812,134.84184,20CM
231658,652142.3476,4860976.147,135.3054,20CM
231659,652142.9886,4860971.035,135.4734,X
231660,652143.3105,4860973.866,135.59422,20CM
231661,652143.7182,4860971.326,135.45748,20CM
231662,652142.5815,4860971.627,135.39265,20CM
231663,652142.709,4860971.899,135.40138,20CM
231664,652143.4996,4860971.599,135.45398,20CM
231665,652141.9901,4860975.572,135.3637,20CM
231666,652172.0364,4860978.745,134.92718,20CM
231667,652168.1825,4860973.766,134.96592,20CM
231668,652167.3604,4860974.104,134.93235,20CM
231669,652141.946,4860974.502,135.48292,20CM
231670,652140.8517,4860978.095,135.2446,20CM
231671,652173.2485,4860978.807,134.94587,20CM
231672,652142.1473,4860976.414,135.24902,20CM
231673,652173.2625,4860978.309,134.85471,20CM
231674,652143.8675,4860970.52,135.42908,20CM
231675,652172.4375,4860978.86,134.96977,20CM
231676,652141.6393,4860974.792,135.42886,20CM
231677,652168.0375,4860973.805,134.93812,20CM
231678,652170.4763,4860975.519,134.99909,20CM
231679,652142.5915,4860976.752,135.49946,20CM
231680,652141.4157,4860976.892,135.23857,20CM
231681,652142.2056,4860973.678,135.42599,20CM
231682,652171.2729,4860978.279,135.08585,20CM
231684,652170.7542,4860976.057,134.97661,20CM
231685,652172.2833,4860976.405,134.93263,20CM
231686,652170.5606,4860975.468,134.97225,20CM
231687,652141.8374,4860977.576,135.42486,20CM
231688,652172.9749,4860977.377,134.95077,X
231689,652172.5661,4860977.513,135.00743,20CM
231690,652142.3698,4860970.376,135.37272,20CM
231691,652173.702,4860977.262,134.86258,20CM
231692,652171.6653,4860976.73,134.97596,X
231693,652142.3479,4860972.988,135.56057,20CM
231694,652142.3765,4860972.141,135.49421,X
231695,652140.4508,4860977.264,135.42133,20CM
231696,652143.4721,4860972.721,135.46752,20CM
231697,652167.7853,4860974.393,134.95824,X
231698,652141.5032,4860975.884,135.37586,20CM
231699,652143.401,4860973.384,135.47831,20CM
231700,652167.2536,4860972.904,134.90538,20CM
231702,652171.9555,4860977.946,134.97469,X
231703,652142.1311,4860971.272,135.55853,20CM
231704,652142.6916,4860974.275,135.46105,20CM
231705,652169.2702,4860975.024,134.88146,20CM
231706,652142.1802,4860976.762,135.37958,20CM
231707,652142.0286,4860972.483,135.44396,20CM
231708,652166.1604,4860973.481,134.92931,20CM
231710,652168.3446,4860975.241,134.78698,20CM
231711,652170.4279,4860977.223,134.9568,20CM
231713,652170.9445,4860977.597,135.01437,20CM
231714,652143.8354,4860969.601,135.2567,20CM
231715,652165.8375,4860973.066,134.91896,20CM
231716,652171.0217,4860978.105,135.02209,20CM
231717,652169.2538,4860975.587,134.89261,20CM
231718,652143.048,4860973.552,135.46048,20CM
231719,652172.6521,4860978.317,135.03482,20CM
231720,652167.6537,4860975.04,134.85569,20CM
231721,652169.8143,4860976.665,134.93258,20CM
231722,652170.1007,4860977.485,135.04767,20CM
231723,652142.1147,4860975.74,135.30667,20CM
231724,652141.2604,4860979.366,135.41145,20CM
231725,652140.9846,4860977.09,135.29395,20CM
231726,652139.8259,4860978.196,135.35511,20CM
231727,652166.8576,4860973.291,134.94072,20CM
231728,652167.2536,4860974.294,134.93061,20CM
231729,652142.6415,4860969.678,135.29133,20CM
231730,652140.6848,4860978.591,135.25999,20CM
231731,652141.0336,4860976.706,135.33319,20CM
231732,652166.5103,4860973.118,134.90909,20CM
231733,652143.3631,4860970.38,135.37582,20CM
231734,652142.5005,4860974.932,135.37342,X
231735,652141.6508,4860975.398,135.48477,20CM
231736,652143.4232,4860974.018,135.50399,20CM
231737,652143.3644,4860972.149,135.43442,20CM
231738,652170.7704,4860975.665,134.98436,20CM
231739,652140.9524,4860978.401,135.19331,20CM
231740,652168.3688,4860976.078,134.85489,20CM
231741,652142.0892,4860974.19,135.50918,20CM
231742,652143.4585,4860970.038,135.36455,20CM
231743,652166.6509,4860972.513,134.92255,20CM
231744,652167.8734,4860973.216,134.86244,20CM
231745,652143.1523,4860970.659,135.38645,20CM
231746,652172.1249,4860976.747,134.95546,20CM
231747,652168.6995,4860976.339,134.96669,20CM
231748,652170.4098,4860975.344,134.97607,20CM
231749,652174.6348,4860979.578,134.86999,20CM
231750,653448.8589,4859057.267,103.45752,20CM
231764,653421.9095,4859065.519,103.79128,20CM
231767,653441.9823,4859056.185,103.67538,20CM
231773,653421.3858,4859065.533,103.68791,20CM
231777,653421.999,4859062.121,103.57314,20CM
231792,653444.8704,4859057.187,103.63925,20CM
231799,653420.416,4859067.706,103.79069,X
231800,653449.7681,4859056.52,103.39538,20CM
231801,653450.1339,4859057.695,103.35948,20CM
231803,653420.3368,4859065.771,103.75098,20CM
231805,653423.203,4859060.444,103.74165,X
231809,653422.3245,4859063.422,103.71977,X
231810,653444.2006,4859055.766,103.70415,20CM
231815,653441.5923,4859054.31,103.57202,20CM
231821,653421.0589,4859067.312,103.71353,20CM
231822,653446.034,4859056.506,103.63153,20CM
231826,653447.958,4859055.778,103.47716,20CM
231829,653442.7434,4859054.281,103.68627,X
231831,653446.6036,4859057.6,103.44243,20CM
231837,653444.3425,4859056.292,103.73466,20CM
231838,653422.2749,4859064.847,103.78084,20CM
231843,653422.9605,4859062.152,103.61612,20CM
231847,653422.6995,4859063.353,103.67452,20CM
231848,653442.591,4859056.805,103.67974,20CM
231849,653444.8142,4859054.71,103.54629,20CM
231855,653422.4265,4859061.477,103.71399,X
231859,653445.3041,4859056.461,103.64142,20CM
231862,653418.549,4859068.09,103.80648,20CM
231869,653445.8126,4859055.313,103.52637,20CM
231870,653449.0999,4859055.257,103.55736,20CM
231871,653422.7634,4859062.721,103.59118,20CM
231874,653423.8684,4859061.5,103.70197,20CM
231876,653447.2397,4859055.051,103.56149,20CM
231880,653447.7503,4859054.948,103.62284,20CM
231884,653443.3505,4859055.772,103.74004,20CM
231886,653422.6781,4859063.853,103.70846,20CM
231894,653448.5049,4859054.971,103.69418,X
231895,653419.3168,4859067.555,103.75828,20CM
231907,653420.9438,4859064.601,103.79787,X
231908,653421.8378,4859064.072,103.69716,20CM
231909,653419.8159,4859068.993,103.73729,X
231915,653419.5496,4859068.16,103.69507,20CM
231921,653420.7589,4859065.751,103.80456,X
231924,653423.256,4859061.068,103.71459,X
231926,653419.9052,4859065.985,103.824,20CM
231927,653450.293,4859057.074,103.35236,20CM
231933,653440.9021,4859055.802,103.61934,20CM
231936,653441.7339,4859054.067,103.50888,20CM
231944,653444.1033,4859054.887,103.58038,20CM
231950,652142.739,4860974.061,135.44449,20CM
231951,652141.3769,4860977.747,135.33872,20CM
231952,652142.4272,4860975.526,135.33714,20CM
231953,652171.8986,4860976.464,134.93248,20CM
231954,652140.5514,4860978.932,135.2125,20CM
231955,652168.2099,4860974.213,134.94069,20CM
231956,652168.2258,4860974.621,134.88517,20CM
231957,652143.0641,4860971.718,135.43198,20CM
231958,652141.8247,4860976.946,135.32201,X
231959,652141.3834,4860975.451,135.51413,20CM
231960,652172.8691,4860976.623,134.98349,20CM
231962,652142.9671,4860972.345,135.47952,20CM
231963,652172.143,4860977.531,134.91316,20CM
231964,652142.7773,4860970.978,135.39366,20CM
231965,652141.912,4860974.87,135.51668,20CM
231966,652167.6886,4860975.619,134.90631,20CM
231967,652170.904,4860975.55,135.01851,20CM
231968,652142.033,4860973.299,135.47606,20CM
231969,652140.5862,4860976.929,135.37604,20CM
231971,652167.1097,4860972.357,134.84895,20CM
231972,652168.4308,4860975.26,134.81425,20CM
231974,652142.2084,4860974.563,135.41005,20CM
231975,652166.7711,4860973.961,134.92769,20CM
231976,652140.0953,4860978.051,135.29241,X
231977,652142.8442,4860973.037,135.60376,20CM
231978,652173.7328,4860977.776,134.9541,20CM
231979,652169.3465,4860975.931,134.95419,20CM
231980,652171.6963,4860977.809,135.00784,20CM
231981,652142.7908,4860974.547,135.42998,20CM
231982,652166.5098,4860973.807,134.93504,20CM
231983,652141.6827,4860976.605,135.22468,20CM
231984,652165.5923,4860973.238,134.90567,X
231985,652142.6806,4860970.151,135.48367,20CM
231986,652166.7369,4860974.473,134.87313,20CM
231987,652170.5571,4860976.653,134.95907,20CM
231988,652143.1954,4860969.318,135.25167,20CM
231989,652170.0673,4860976.007,134.94545,20CM
231990,652140.3654,4860977.75,135.32716,20CM
231991,652143.919,4860969.974,135.37722,X
231992,652143.6963,4860970.917,135.61275,20CM
231993,652169.0831,4860975.231,134.89817,20CM
231994,652173.1859,4860977.07,134.90736,20CM
231995,652171.7462,4860976.13,135.02434,20CM
231996,652171.4936,4860977.081,135.03906,20CM
231997,652143.6768,4860971.804,135.42635,20CM
231998,652172.7051,4860978.707,135.01602,20CM
231999,652167.0405,4860974.651,134.89201,20CM
