tagnum,Easting,Northing,elevation,precision
231475,653421.0205,4859067.895,103.701,20CM
231481,653450.1007,4859058.091,103.4319,20CM
231483,653423.7041,4859061.298,103.64,20CM
231494,653450.5907,4859057.463,103.4051,1M
231495,653419.4142,4859067.141,103.7453,20CM
231505,653450.7933,4859056.521,103.3414,1M
231509,653422.8201,4859064.093,103.7039,20CM
231510,653441.4298,4859055.512,103.6583,20CM
231513,653446.1115,4859054.903,103.5297,20CM
231525,653441.4663,4859056.548,103.6874,X
231526,653423.407,4859062.587,103.6108,20CM
231532,653448.733,4859056.433,103.4422,20CM
231533,653443.6761,4859057.031,103.6812,20CM
231537,653421.3229,4859063.71,103.6891,20CM
231542,653443.6468,4859056.078,103.6787,20CM
231543,653447.6933,4859055.556,103.5709,20CM
231549,653445.3408,4859056.911,103.6595,20CM
231550,653449.662,4859057.43,103.4402,20CM
231552,653423.9858,4859062.3,103.6408,20CM
231559,653450.1862,4859056.969,103.3905,20CM
231566,653420.8941,4859067.388,103.659,20CM
231568,653449.3985,4859057.45,103.4382,20CM
231571,653442.505,4859055.623,103.6877,20CM
231578,653422.9042,4859062.485,103.6094,20CM
231584,653420.0747,4859065.322,103.798,20CM
231585,653420.5876,4859067.637,103.7207,20CM
231589,653419.4743,4859069.023,103.6737,20CM
231590,653449.6288,4859057.78,103.4315,20CM
231593,653421.8539,4859062.628,103.6306,20CM
231596,653420.0573,4859066.85,103.7423,20CM
231598,653442.9758,4859055.058,103.6659,20CM
231602,653442.211,4859055.128,103.6898,20CM
231603,653445.4811,4859055.787,103.6697,20CM
231605,653449.4907,4859057.088,103.4527,20CM
231607,653446.0937,4859055.931,103.5323,20CM
231614,653445.2368,4859054.704,103.5401,20CM
231621,653421.6111,4859064.47,103.6826,20CM
231622,653444.3667,4859055.727,103.6466,20CM
231623,653441.1463,4859056.314,103.6431,20CM
231632,653448.7645,4859057.066,103.5181,20CM
231639,653440.8848,4859056.071,103.6785,20CM
231645,653424.1422,4859060.731,103.6953,20CM
231646,653421.2628,4859066.746,103.6864,20CM
231648,653421.6522,4859066.983,103.7276,20CM
231750,653448.9399,4859057.392,103.4589,20CM
231764,653422.5875,4859064.559,103.6416,20CM
231767,653441.9846,4859056.236,103.6581,20CM
231773,653421.6079,4859065.646,103.6857,20CM
231777,653421.9739,4859062.351,103.5717,20CM
231792,653444.8649,4859057.35,103.6252,20CM
231799,653420.5148,4859067.774,103.7243,20CM
231800,653449.9098,4859056.589,103.4211,20CM
231801,653450.1099,4859057.712,103.4088,20CM
231803,653420.3559,4859065.75,103.7576,20CM
231805,653423.1305,4859060.49,103.6368,20CM
231809,653422.4063,4859063.511,103.6668,20CM
231810,653440.1567,4859052.165,103.397,20CM
231815,653441.4538,4859054.217,103.5301,20CM
231821,653421.0467,4859067.2,103.6604,20CM
231822,653446.2829,4859056.523,103.5974,20CM
231826,653447.9459,4859055.809,103.4642,20CM
231829,653442.802,4859054.185,103.5258,20CM
231831,653446.6284,4859057.423,103.4119,20CM
231837,653444.4076,4859056.232,103.6958,20CM
231838,653422.2644,4859064.725,103.8323,X
231843,653423.0966,4859062.071,103.6132,20CM
231847,653422.5817,4859063.353,103.605,20CM
231848,653442.7324,4859056.575,103.6951,20CM
231849,653444.6237,4859054.659,103.5203,20CM
231855,653422.5278,4859061.417,103.5693,20CM
231858,653419.6002,4859066.721,103.7952,20CM
231859,653445.4414,4859056.49,103.672,20CM
231862,653418.5207,4859068.268,103.7572,20CM
231869,653445.8441,4859055.061,103.4682,20CM
231870,653449.0748,4859055.413,103.5225,20CM
231871,653422.7702,4859062.722,103.6186,20CM
231874,653424.0347,4859061.623,103.6499,20CM
231876,653447.2327,4859055.133,103.6336,20CM
231880,653448.0308,4859054.924,103.5742,20CM
231884,653443.3677,4859055.789,103.7095,20CM
231886,653422.642,4859063.852,103.6616,20CM
231894,653448.3908,4859055.011,103.5646,20CM
231895,653419.2998,4859067.599,103.7443,20CM
231907,653420.8738,4859064.557,103.6687,20CM
231908,653421.8632,4859063.96,103.6569,20CM
231909,653419.8164,4859069.014,103.7391,X
231915,653419.5804,4859068.099,103.7229,20CM
231921,653420.9149,4859066.017,103.6464,20CM
231924,653423.1374,4859060.991,103.6195,20CM
231926,653419.9579,4859066.034,103.8098,20CM
231927,653450.4025,4859057.194,103.3893,1M
231933,653440.919,4859055.589,103.6275,20CM
231944,653443.9203,4859055.03,103.561,20CM
230501,652142.9868,4860974.808,135.4332,20CM
230510,652143.1691,4860970.716,135.391,20CM
230527,652170.8699,4860977.589,134.9872,20CM
230532,652173.0717,4860979.407,134.9407,20CM
230542,652168.3253,4860973.55,135.0411,20CM
230561,652166.9478,4860974.007,134.9515,20CM
230562,652142.5998,4860972.712,135.4573,20CM
230568,652142.5145,4860972.212,135.4419,20CM
230576,652141.9629,4860977.289,135.3976,20CM
230580,652144.1212,4860970.803,135.4535,20CM
230582,652140.0816,4860978.265,135.2986,20CM
230597,652143.2588,4860972.836,135.5239,X
230607,652174.3736,4860978.163,134.7688,20CM
230608,652142.4754,4860976.48,135.426,20CM
230610,652142.3601,4860972.804,135.4696,20CM
230615,652141.8484,4860975.375,135.3527,20CM
230624,652143.1629,4860970.217,135.3492,20CM
230636,652141.503,4860973.94,135.4772,20CM
230637,652169.9371,4860976.824,134.9585,20CM
230647,652142.8973,4860970.278,135.3758,20CM
230648,652174.6437,4860977.843,134.7786,20CM
230649,652170.3921,4860975.649,134.9024,20CM
230672,652142.605,4860973.241,135.4465,20CM
230682,652172.4136,4860976.768,134.9134,20CM
230703,652142.3006,4860975.843,135.3196,20CM
230718,652166.7495,4860972.838,134.8795,20CM
230743,652142.4218,4860969.871,135.322,20CM
230750,652172.4522,4860979.239,134.8716,20CM
230784,652143.2247,4860971.324,135.4138,20CM
230811,652170.8529,4860975.448,135.0582,X
230821,652167.2519,4860972.49,134.9175,20CM
230864,652169.7217,4860974.889,134.8542,20CM
230872,652143.3104,4860969.718,135.318,20CM
230873,652174.4163,4860976.799,134.78,20CM
230887,652142.6927,4860974.839,135.3935,20CM
230891,652140.8316,4860977.551,135.2753,20CM
230894,652141.2643,4860976.049,135.2847,20CM
230900,652143.0566,4860975.421,135.4188,20CM
230919,652143.7827,4860969.132,135.22,20CM
230967,652172.6535,4860977.142,134.8953,20CM
230970,652141.6604,4860976.156,135.2187,20CM
230975,652169.1635,4860975.407,134.8101,20CM
230977,652174.4761,4860977.776,134.7914,20CM
230978,652173.4809,4860977.277,134.8456,20CM
230983,652143.2443,4860975.057,135.4582,20CM
230985,652168.746,4860973.493,134.9375,20CM
230987,652142.7663,4860974.308,135.4679,20CM
230992,652143.0508,4860971.275,135.4001,20CM
230994,652167.4639,4860972.827,134.8788,20CM
230995,652168.0779,4860973.119,134.9481,20CM
230998,652175.3273,4860978.217,134.6463,20CM
230999,652169.9689,4860975.581,134.8661,20CM
231004,652141.338,4860978.726,135.3883,20CM
231006,652169.7816,4860976.531,134.9372,20CM
231008,652174.1987,4860978.658,134.8205,20CM
231009,652142.8455,4860975.289,135.3934,20CM
231010,652143.0402,4860975.789,135.4059,20CM
231014,652171.1852,4860978.387,135.0751,20CM
231015,652175.6265,4860980.417,134.76,20CM
231018,652142.6761,4860972.139,135.4186,20CM
231023,652142.6499,4860970.638,135.3972,20CM
231025,652171.6552,4860976.935,134.9754,20CM
231030,652173.6267,4860977.061,134.7684,20CM
231032,652144.0167,4860971.287,135.4838,20CM
231033,652141.2009,4860977.696,135.3327,20CM
231034,652170.9384,4860978.117,135.0052,20CM
231043,652168.1035,4860974.851,134.9291,20CM
231050,652143.0645,4860969.668,135.278,20CM
231056,652173.3651,4860975.96,134.9041,20CM
231058,652173.9635,4860976.975,134.8532,20CM
231060,652173.7527,4860977.383,134.8504,20CM
231061,652141.3458,4860976.734,135.2238,20CM
231063,652171.3682,4860978.705,134.9952,20CM
231064,652177.2151,4860987.326,134.4734,20CM
231065,652142.5979,4860976.065,135.3467,20CM
231066,652144.3116,4860969.367,135.2475,20CM
231070,652169.1571,4860977.193,134.9176,20CM
231071,652140.6187,4860978.25,135.2963,20CM
231073,652173.359,4860977.981,134.9206,20CM
231075,652141.4241,4860976.318,135.2407,20CM
231077,652170.1923,4860974.929,135.0168,20CM
231081,652167.6884,4860974.442,134.9512,20CM
231082,652141.4813,4860977.486,135.3295,20CM
231083,652143.4394,4860971.894,135.453,20CM
231086,652167.2517,4860973.412,134.9459,20CM
231088,652166.4025,4860972.653,134.8725,20CM
231089,652143.6849,4860972.032,135.4916,20CM
231090,652143.467,4860972.617,135.4877,20CM
231092,652141.7362,4860975.794,135.2673,20CM
231094,652175.6134,4860979.098,134.6461,20CM
231095,652170.8676,4860979,135.0343,20CM
231096,652172.3983,4860975.844,134.9589,20CM
231097,652167.6704,4860973.265,134.9114,20CM
231099,652142.816,4860971.319,135.4319,20CM
231100,652170.3689,4860976.626,134.8963,20CM
231102,652142.0332,4860971.309,135.4453,20CM
231103,652168.5664,4860973.575,134.9231,20CM
231104,652141.076,4860977.93,135.4707,20CM
231106,652142.1117,4860972.967,135.4564,20CM
231107,652167.529,4860973.798,134.9533,20CM
231109,652142.8966,4860972.642,135.4615,20CM
231110,652173.208,4860978.226,134.9675,20CM
231111,652141.0369,4860977.35,135.3321,20CM
231112,652142.7408,4860975.727,135.3587,20CM
231113,652141.3345,4860977.052,135.239,20CM
231115,652169.384,4860974.446,134.8887,20CM
231116,652171.5886,4860978.433,135.0375,20CM
231118,652171.3586,4860977.676,134.9946,20CM
231119,652173.0684,4860979.139,134.9333,20CM
231121,652142.4182,4860974.196,135.4529,20CM
231124,652142.6691,4860973.501,135.4539,20CM
231125,652143.0003,4860973.811,135.487,20CM
231129,652140.3638,4860978.453,135.2938,20CM
231135,652171.367,4860977.336,134.9636,20CM
231137,652142.2552,4860977.61,135.4421,20CM
231140,652141.6149,4860976.897,135.2398,20CM
231146,652141.7541,4860978.234,135.4933,20CM
231147,652142.4181,4860973.77,135.4446,20CM
231150,652142.5335,4860973.577,135.4441,20CM
231151,652168.4685,4860975.339,134.7692,20CM
231154,652169.3401,4860975.46,134.8918,X
231155,652167.2609,4860973.794,134.9568,20CM
231158,652173.1578,4860977.011,134.8414,20CM
231159,652167.7241,4860972.528,134.9648,20CM
231160,652172.7871,4860976.62,134.8679,20CM
231161,652142.3346,4860970.769,135.4175,20CM
231650,652141.8664,4860977.824,135.5124,20CM
231651,652168.0344,4860975.588,134.7115,20CM
231652,652168.0146,4860974.281,134.9474,20CM
231653,652169.4073,4860975.32,134.8413,20CM
231654,652167.7318,4860973.603,134.9837,20CM
231655,652141.3976,4860977.906,135.3713,20CM
231656,652169.4354,4860976.72,134.9538,20CM
231657,652142.4818,4860975.126,135.3616,20CM
231658,652142.3776,4860976.049,135.3096,20CM
231659,652143.1022,4860970.927,135.4115,20CM
231660,652143.2504,4860973.957,135.5706,X
231661,652143.5372,4860971.423,135.4346,20CM
231662,652142.4082,4860971.709,135.4425,20CM
231663,652142.5997,4860971.837,135.4174,20CM
231664,652143.7478,4860971.187,135.4528,20CM
231666,652172.1493,4860978.783,134.8938,20CM
231667,652168.1657,4860973.714,134.9165,20CM
231668,652167.274,4860974.198,134.9632,20CM
231669,652141.946,4860974.189,135.42,20CM
231670,652140.6434,4860977.862,135.2828,20CM
231671,652173.2338,4860978.754,134.9582,20CM
231672,652142.1119,4860976.13,135.2408,20CM
231673,652173.5974,4860978.061,134.8622,20CM
231674,652144.0418,4860970.525,135.4657,20CM
231675,652172.3539,4860978.757,134.9807,20CM
231676,652142.2896,4860975.184,135.3963,20CM
231677,652167.8898,4860974.115,134.9664,20CM
231678,652170.2887,4860975.813,134.8625,20CM
231679,652142.5446,4860976.72,135.431,20CM
231680,652141.4538,4860976.868,135.2455,20CM
231681,652141.9935,4860973.751,135.4332,20CM
231682,652171.0711,4860978.19,135.0188,20CM
231683,652168.869,4860977.761,135.0288,20CM
231684,652170.8915,4860976.232,134.9261,20CM
231685,652172.2464,4860976.256,134.9433,20CM
231686,652170.5515,4860975.331,134.9175,20CM
231687,652142.0879,4860977.561,135.4205,20CM
231688,652173.0404,4860977.374,134.9021,20CM
231689,652173.5477,4860977.54,134.8909,20CM
231690,652142.2265,4860970.211,135.3892,20CM
231691,652173.8389,4860976.955,134.8628,20CM
231692,652171.4136,4860976.731,134.9462,20CM
231693,652142.4288,4860973.196,135.4537,20CM
231694,652142.114,4860972.129,135.4457,20CM
231695,652140.5114,4860977.337,135.3283,20CM
231696,652143.4544,4860972.833,135.4822,20CM
231697,652167.7708,4860974.408,134.9427,20CM
231698,652141.5351,4860975.814,135.2802,20CM
231699,652142.8297,4860976.458,135.45,20CM
231700,652167.6315,4860973.091,134.9289,20CM
231701,652144.4345,4860969.813,135.3653,20CM
231702,652172.2961,4860978.482,134.9016,20CM
231703,652142.3667,4860971.142,135.4183,20CM
231704,652142.8376,4860973.997,135.4586,20CM
231705,652169.3966,4860976.12,134.927,20CM
231706,652142.0729,4860976.779,135.3456,20CM
231707,652142.0262,4860972.293,135.4639,20CM
231708,652166.4376,4860973.206,134.9489,20CM
231710,652173.2499,4860977.681,134.8932,20CM
231711,652170.7242,4860977.492,134.9872,20CM
231712,652172.8923,4860979.507,134.9209,20CM
231713,652173.2068,4860978.958,134.9593,20CM
231714,652143.9791,4860969.481,135.2725,20CM
231715,652166.1407,4860972.98,134.932,20CM
231716,652171.1989,4860977.928,135.0297,20CM
231717,652169.5529,4860975.584,134.8467,20CM
231718,652143.21,4860973.447,135.4664,20CM
231719,652172.8306,4860978.075,134.9622,20CM
231720,652167.6298,4860974.974,134.8141,20CM
231721,652170.0735,4860976.213,134.9501,20CM
231722,652170.2804,4860977.555,135.0126,20CM
231723,652142.0844,4860975.837,135.2758,20CM
231724,652141.3266,4860979.08,135.4365,20CM
231725,652140.9468,4860977.139,135.3146,20CM
231726,652139.7597,4860978.253,135.3884,20CM
231727,652166.8617,4860973.257,134.9114,20CM
231729,652142.7025,4860969.568,135.3234,20CM
231730,652140.7728,4860978.458,135.3047,20CM
231731,652141.0299,4860976.633,135.2433,20CM
231733,652143.5344,4860970.363,135.3731,20CM
231734,652142.3626,4860974.668,135.4176,20CM
231735,652141.5676,4860975.488,135.3423,20CM
231736,652143.2359,4860974.281,135.4678,20CM
231737,652143.306,4860972.373,135.4721,20CM
231738,652170.7243,4860975.778,134.9064,20CM
231739,652141.033,4860978.607,135.2964,20CM
231740,652170.8617,4860976.97,134.9496,20CM
231741,652142.1835,4860974.09,135.4655,20CM
231742,652143.6615,4860969.999,135.3272,20CM
231743,652166.9461,4860972.731,134.9025,20CM
231744,652167.9088,4860973.275,134.9421,20CM
231745,652143.3873,4860970.41,135.3714,20CM
231746,652172.7544,4860976.709,134.9219,20CM
231747,652168.8515,4860976.229,134.9048,20CM
231748,652170.1853,4860975.56,134.8823,20CM
231949,652175.7642,4860979.239,134.6386,20CM
231951,652141.6261,4860977.755,135.4139,20CM
231952,652142.423,4860975.717,135.321,20CM
231953,652172.0597,4860976.515,135.0865,20CM
231954,652140.849,4860978.817,135.3002,20CM
231955,652168.0885,4860974.426,134.9718,20CM
231956,652168.3479,4860974.681,134.9302,20CM
231957,652143.0472,4860971.891,135.4302,20CM
231958,652141.7562,4860976.998,135.2977,20CM
231959,652141.2825,4860975.491,135.3801,20CM
231960,652173.068,4860976.571,134.9196,20CM
231961,652140.8419,4860975.63,135.4884,20CM
231962,652142.9105,4860972.14,135.4448,20CM
231963,652171.9863,4860977.5,134.8986,20CM
231964,652142.7359,4860970.794,135.4276,20CM
231965,652141.8159,4860974.967,135.4688,20CM
231966,652168.401,4860976.086,135.0015,20CM
231967,652171.175,4860975.714,134.9433,20CM
231968,652142.1679,4860973.253,135.4606,20CM
231969,652140.6742,4860976.879,135.3574,20CM
231970,652142.3936,4860972.5,135.449,20CM
231971,652166.914,4860972.365,134.9159,20CM
231972,652168.3457,4860975.269,134.7355,20CM
231973,652173.2485,4860980.077,134.9462,20CM
231974,652142.0249,4860974.635,135.4709,20CM
231975,652166.7201,4860973.985,134.9866,20CM
231976,652140.3372,4860978.177,135.3095,20CM
231977,652143.0429,4860973.061,135.4505,20CM
231978,652173.7803,4860977.783,134.8536,20CM
231979,652169.2693,4860975.69,134.8953,20CM
231980,652171.5142,4860978.008,134.9806,20CM
231982,652166.4329,4860973.853,134.9135,20CM
231983,652141.8903,4860976.556,135.254,20CM
231984,652165.9304,4860973.497,134.8645,20CM
231985,652142.7181,4860970.255,135.3791,20CM
231986,652166.6476,4860974.496,134.8861,20CM
231987,652170.6858,4860976.466,134.9708,20CM
231988,652143.2226,4860969.343,135.246,20CM
231989,652170.302,4860976.17,134.9417,20CM
231990,652140.1401,4860977.518,135.3918,20CM
231991,652144.0117,4860969.908,135.3614,20CM
231992,652143.7393,4860970.934,135.6156,X
231993,652169.0775,4860975.121,134.7927,20CM
231994,652174.3514,4860977.631,134.7916,20CM
231995,652171.6743,4860975.93,134.906,20CM
231996,652172.4573,4860977.809,134.8676,20CM
231997,652143.7056,4860971.639,135.4598,20CM
231998,652172.8512,4860978.704,134.9792,20CM
231999,652167.1645,4860974.488,134.9598,20CM
