tagnum,Easting,Northing,elevation,precision
231974,652141.9654,4860974.607,135.4381,20CM
231975,652170.3821,4860979.35,135.1097,20CM
231976,652140.2181,4860978.32,135.3622,20CM
231977,652143.002,4860972.936,135.4857,20CM
231978,652173.5706,4860977.845,134.923,20CM
231979,652174.5074,4860980.736,134.9439,20CM
231980,652171.7341,4860977.717,134.9468,20CM
231981,652142.8268,4860974.526,135.4565,20CM
231982,652176.5717,4860982.618,134.9315,X
231984,652166.7972,4860975.646,134.8823,20CM
231985,652142.8316,4860970.166,134.5687,20CM
231986,652170.0965,4860978.901,134.997,20CM
231987,652176.7636,4860981.28,134.7536,20CM
231989,652177.3668,4860983.936,134.5886,20CM
231990,652140.4227,4860977.605,135.4184,20CM
231991,652144.0571,4860970.137,136.1457,20CM
231992,652143.5666,4860970.839,136.1122,20CM
231993,652169.1754,4860975.406,134.7809,20CM
231994,652174.3608,4860977.547,134.8961,20CM
231995,652175.1398,4860979.135,134.845,20CM
231996,652172.6262,4860977.768,135.0711,20CM
231997,652143.6351,4860971.742,135.4727,20CM
231998,652175.1998,4860979.929,134.8585,20CM
231999,652167.1206,4860974.446,134.8166,20CM
230500,653454.874,4859056.82,103.1466,20CM
230502,653454.9368,4859057.88,103.1773,20CM
230503,653426.8625,4859060.537,103.4585,20CM
230507,653423.2544,4859060.746,103.5079,20CM
230529,653460.0437,4859053.002,103.062,1M
230555,653514.6178,4859014.172,101.8715,20CM
230556,653454.199,4859054.79,103.5003,20CM
230558,653421.0899,4859066.149,103.6062,20CM
230565,653421.2886,4859063.854,103.6593,20CM
230570,653419.5894,4859067.895,103.6251,20CM
230575,653435.4561,4859054.913,103.4534,20CM
230578,653448.8737,4859057.026,103.3642,20CM
230579,653448.1143,4859055.056,103.5231,20CM
230594,653422.8954,4859058.914,103.6551,20CM
230627,653425.1572,4859058.077,103.7835,20CM
230628,653420.0964,4859067.547,103.6985,20CM
230633,653445.5252,4859057.543,103.4744,20CM
230634,653448.9626,4859058.519,103.479,20CM
230641,653464.1673,4859039.109,103.0742,20CM
230644,653500.1399,4859008.121,102.3893,20CM
230653,653453.3145,4859054.383,103.5137,1M
230661,653422.1116,4859058.131,103.6038,20CM
230662,653419.9669,4859068.062,103.6007,20CM
230668,653463.0939,4859048.023,102.999,20CM
230670,653465.5774,4859036.159,102.9751,20CM
230684,653422.3936,4859062.346,103.548,20CM
230691,653463.1251,4859050.06,102.7106,20CM
230697,653463.9093,4859048.58,102.6895,20CM
230698,653437.7385,4859057.357,103.9247,1M
230732,653465.5012,4859039.941,102.9202,20CM
230741,653419.9541,4859067.904,103.6197,20CM
230755,653421.4644,4859062.631,103.6293,20CM
230763,653423.2548,4859058.214,103.6431,20CM
230781,653448.7217,4859056.526,103.4284,20CM
230783,653500.4109,4859008.397,102.4403,20CM
230786,653421.7614,4859063.504,103.6463,20CM
230789,653448.2261,4859056.539,103.449,20CM
230797,653421.0776,4859065.838,103.6606,20CM
230799,653423.1651,4859060.001,103.4957,20CM
230800,653422.9523,4859061.525,103.4508,20CM
230803,653422.5182,4859058.792,103.6951,20CM
230824,653420.94,4859066.977,103.6483,20CM
230825,653422.7811,4859061.861,103.5902,20CM
230826,653421.4194,4859066.814,103.738,20CM
230830,653474.3377,4859018.024,103.771,20CM
230844,653442.6102,4859054.694,103.2531,20CM
230852,653420.7657,4859066.442,103.7181,X
230853,653460.1299,4859051.039,103.3995,1M
230854,653449.4453,4859058.392,103.4457,20CM
230855,653447.5196,4859056.092,103.4945,20CM
230857,653469.0993,4859032.612,103.2119,20CM
230867,653463.7073,4859047.122,102.8286,20CM
230869,653442.9634,4859054.035,103.1316,20CM
230895,653419.7141,4859068.729,103.6294,20CM
230901,653430.932,4859057.781,103.7846,20CM
230903,653420.1466,4859066.057,103.7308,20CM
230912,653443.832,4859054.46,103.5836,20CM
230914,653446.0012,4859056.182,103.5463,20CM
230923,653421.2362,4859064.404,103.6832,20CM
230942,653443.3368,4859054.686,103.3126,20CM
230943,653423.3689,4859060.999,103.5401,X
230944,653423.1156,4859062.512,103.5402,20CM
230947,653421.671,4859066.062,103.6568,20CM
230952,653423.0573,4859061.787,103.4654,20CM
230953,653421.8987,4859062.765,103.5755,20CM
230956,653470.9406,4859029.893,103.1358,20CM
231803,653420.5183,4859065.778,103.7771,20CM
230958,653420.7371,4859065.789,103.6884,20CM
230966,653419.0953,4859068.662,103.6451,20CM
230984,653461.9614,4859052.785,102.8851,20CM
230986,653449.8635,4859054.525,103.5345,20CM
230990,653422.3258,4859061.097,103.4226,20CM
231003,653469.3324,4859029.581,103.0757,20CM
231020,653419.3775,4859068.489,103.6378,20CM
231021,653424.2784,4859056.416,103.3861,20CM
231029,653419.2374,4859068.862,103.6841,20CM
231041,653498.5303,4859005.195,102.3105,20CM
231042,653419.7031,4859067.757,103.6347,20CM
231044,653419.8416,4859067.281,103.7111,20CM
231053,653464.3002,4859045.704,102.7278,20CM
231054,653421.2838,4859063.099,103.6878,20CM
231062,653447.6252,4859055.378,103.4437,20CM
231067,653442.3315,4859054.54,103.2062,20CM
231078,653419.4159,4859066.589,103.7928,20CM
231084,653419.051,4859066.762,103.8053,X
231105,653462.4781,4859044.482,103.107,20CM
231126,653420.5203,4859066.339,103.6527,20CM
231130,653422.3189,4859062.816,103.5905,20CM
231131,653420.7774,4859066.597,103.6331,20CM
231133,653437.291,4859056.891,103.8999,1M
231134,653420.142,4859066.604,103.7115,20CM
231136,653451.9603,4859057.535,103.2277,20CM
231157,653424.7108,4859056.594,103.421,20CM
231163,653422.2171,4859062.65,103.631,20CM
231165,653424.1895,4859057.256,103.6028,20CM
231170,653450.1005,4859055.729,103.4371,20CM
231173,653445.357,4859057.617,103.4791,20CM
231179,653422.2044,4859058.584,103.6673,20CM
231180,653422.1378,4859057.901,103.6223,20CM
231185,653424.4214,4859057.442,103.6292,20CM
231192,653422.9757,4859058.106,103.6511,20CM
231193,653423.1281,4859058.5,103.6446,20CM
231196,653419.3458,4859066.762,103.7491,20CM
231198,653461.1237,4859050.667,103.2547,1M
231204,653454.8606,4859055.568,103.4666,20CM
231205,653464.6379,4859041.37,102.8694,20CM
231206,653420.0042,4859067.079,103.6966,20CM
231209,653423.2502,4859061.439,103.4422,20CM
231210,653422.822,4859061.484,103.453,20CM
231211,653422.405,4859062.089,103.6482,20CM
231212,653462.6449,4859051.085,102.7815,20CM
231213,653424.8369,4859058.681,103.7752,20CM
231217,653421.9887,4859063.027,103.6061,20CM
231224,653422.3011,4859059.519,103.72,20CM
231228,653458.2877,4859055.975,103.185,20CM
231232,653520.1062,4859017.983,101.9008,20CM
231238,653455.7198,4859056.739,103.1828,20CM
231240,653422.6415,4859058.656,103.6474,20CM
231241,653444.6185,4859055.028,103.4836,20CM
231247,653453.0411,4859056.033,103.2971,20CM
231255,653470.6408,4859027.996,103.1458,20CM
231259,653422.7012,4859060.395,103.4544,20CM
231260,653421.5962,4859065.871,103.6632,20CM
231262,653421.0608,4859064.924,103.6901,20CM
231264,653422.5692,4859062.583,103.5478,20CM
231269,653498.4082,4859004.763,102.239,20CM
231280,653421.1934,4859065.281,103.6464,20CM
231282,653452.522,4859057.822,103.118,20CM
231283,653448.1697,4859056.158,103.4446,20CM
231286,653420.1132,4859068.96,103.6281,20CM
231292,653423.7682,4859060.628,103.5082,20CM
231294,653421.3956,4859063.371,103.6333,20CM
231295,653441.9554,4859052.3,103.0797,20CM
231302,653421.6807,4859063.262,103.6718,20CM
231303,653462.721,4859046.841,103.2003,20CM
231311,653449.1073,4859056.658,103.406,20CM
231314,653431.1852,4859057.749,103.7872,20CM
231320,653418.3988,4859068.483,103.791,20CM
231329,653419.0335,4859067.254,103.7657,20CM
231338,653418.9943,4859067.744,103.7769,20CM
231339,653420.9668,4859065.554,103.642,20CM
231344,653419.7471,4859066.472,103.8378,20CM
231376,653449.5824,4859058.621,103.3969,20CM
231377,653420.8946,4859064.172,103.7981,X
231381,653451.2018,4859055.849,103.4953,X
231382,653469.7114,4859028.661,103.0846,20CM
231383,653423.4656,4859060.612,103.5008,20CM
231385,653469.9714,4859028.421,103.077,20CM
231391,653423.1975,4859061.558,103.4347,20CM
231396,653422.1389,4859063.535,103.6429,20CM
231406,653457.9929,4859057.201,103.1131,20CM
231409,653421.2476,4859064.708,103.6763,20CM
231410,653462.0346,4859047.358,103.4446,1M
231412,653420.3175,4859068.612,103.6397,20CM
231413,653423.4718,4859058.908,103.6904,20CM
231423,653451.4359,4859055.708,103.4259,20CM
231426,653460.1062,4859052.443,103.1124,20CM
231427,653421.004,4859065.254,103.6729,20CM
231433,653462.0756,4859050.353,103.1055,1M
231434,653449.2951,4859056.761,103.3843,20CM
231435,653422.2436,4859061.804,103.6222,20CM
231440,653423.4034,4859060.862,103.5059,20CM
231444,653463.4286,4859044.066,102.8947,20CM
231446,653456.9871,4859055.508,103.2141,20CM
231453,653464.2355,4859041.458,102.8653,20CM
231460,653419.5557,4859068.346,103.6474,20CM
231465,653459.3513,4859055.276,103.1038,20CM
231469,653423.5798,4859060.476,103.4879,20CM
231475,653421.1926,4859067.53,103.7103,20CM
231481,653451.4412,4859057.488,103.2649,20CM
231483,653426.0085,4859061.084,103.5273,20CM
231494,653455.6994,4859057.126,103.1944,20CM
231495,653419.4512,4859067.23,103.774,20CM
231505,653462.8443,4859046.063,103.1535,1M
231510,653461.899,4859048.671,103.3605,1M
231513,653446.1099,4859054.952,103.5593,20CM
231537,653421.2063,4859063.594,103.6603,20CM
231542,653454.8517,4859055.858,103.3687,20CM
231543,653454.1843,4859056.292,103.1742,20CM
231550,653451.5858,4859056.808,103.3057,20CM
231552,653463.61,4859047.409,102.8824,20CM
231559,653468.9236,4859035.916,103.3764,20CM
231566,653420.95,4859067.547,103.6764,20CM
231571,653449.9547,4859055.033,103.5556,20CM
231578,653422.8625,4859062.387,103.5539,20CM
231777,653422.0008,4859062.382,103.5899,20CM
231584,653420.1202,4859065.239,103.7382,20CM
231585,653421.0419,4859066.728,103.6473,20CM
231589,653419.5274,4859069.087,103.6052,20CM
231593,653421.7277,4859062.468,103.6098,20CM
231596,653420.2417,4859066.799,103.6948,20CM
231598,653442.8846,4859055.007,103.3489,20CM
231603,653452.6278,4859054.611,103.4389,20CM
231605,653463.8642,4859046.563,102.7679,20CM
231607,653447.7949,4859056.275,103.4348,20CM
231612,653456.2956,4859055.235,103.1722,20CM
231614,653445.4023,4859054.625,103.4945,20CM
231621,653421.5752,4859064.445,103.6769,20CM
231622,653445.2178,4859055.627,103.631,20CM
231623,653464.4527,4859043.359,102.8075,20CM
231632,653450.9827,4859056.952,103.3213,20CM
231639,653447.6021,4859058.073,103.4353,20CM
231645,653424.0583,4859060.663,103.519,20CM
231646,653421.3036,4859066.76,103.6728,20CM
231648,653421.6624,4859067.047,103.713,20CM
231750,653450.4988,4859057.649,103.3428,20CM
231764,653457.2297,4859055.544,103.1977,20CM
231767,653445.3069,4859056.245,103.6841,20CM
231773,653421.5106,4859065.556,103.7402,20CM
231792,653445.0693,4859057.259,103.4276,20CM
231799,653420.5116,4859067.687,103.6636,20CM
231800,653449.8934,4859056.354,103.4097,20CM
231801,653450.4136,4859058.094,103.2656,20CM
231805,653423.2048,4859060.555,103.4717,20CM
231809,653422.2612,4859063.315,103.5902,20CM
231810,653440.9094,4859052.484,103.3473,20CM
231815,653441.4423,4859053.992,103.4817,20CM
231821,653421.1461,4859067.316,103.7914,20CM
231822,653458.8784,4859055.212,103.1451,20CM
231826,653449.8921,4859056.636,103.431,20CM
231829,653443.2702,4859053.817,103.0628,20CM
231838,653436.0448,4859054.476,103.3299,20CM
231843,653423.1543,4859061.885,103.4652,20CM
231847,653423.0087,4859063.18,103.519,20CM
231848,653446.8589,4859057.119,103.5055,20CM
231849,653444.9636,4859054.649,103.5334,20CM
231855,653422.54,4859061.241,103.4347,20CM
231858,653419.6651,4859066.632,103.7869,20CM
231859,653445.4235,4859056.594,103.5408,20CM
231862,653418.5494,4859068.071,103.7962,20CM
231869,653446.0091,4859055.198,103.5119,20CM
231870,653449.5863,4859055.334,103.4993,20CM
231871,653422.7091,4859062.776,103.5826,20CM
231874,653434.7795,4859054.677,103.396,20CM
231876,653456.2404,4859053.772,103.4837,20CM
231880,653447.9409,4859054.855,103.5824,20CM
231884,653446.9693,4859055.611,103.4562,20CM
231886,653432.5696,4859054.487,103.2943,20CM
231894,653448.6234,4859054.895,103.5104,20CM
231895,653419.2621,4859067.599,103.6999,20CM
231907,653420.8466,4859064.58,103.6866,20CM
231908,653421.6473,4859063.98,103.6459,20CM
231909,653419.7737,4859069.162,103.5768,20CM
231915,653419.7497,4859068.269,103.6117,20CM
231921,653420.7511,4859065.988,103.6835,20CM
231924,653423.1699,4859061.026,103.4831,20CM
231926,653419.8992,4859065.925,103.8265,20CM
231936,653441.9843,4859054.326,103.2017,20CM
231944,653444.0027,4859054.839,103.5447,20CM
