tagnum,Easting,Northing,elevation,precision
230800,653420.4073,4859067.216,103.6891,20CM
230803,653422.5596,4859058.698,103.623,20CM
230806,653450.7913,4859056.618,103.3473,20CM
230809,653443.4274,4859056.697,103.7038,20CM
230824,653420.5598,4859067.39,103.6825,20CM
230825,653422.5596,4859062.033,103.5873,20CM
230826,653420.6591,4859068.019,103.6834,20CM
230829,653441.4099,4859053.936,103.4754,20CM
230830,653441.2395,4859056.463,103.6316,20CM
230838,653441.671,4859054.855,103.6159,20CM
230844,653442.778,4859054.744,103.6644,20CM
230852,653420.5415,4859067.001,103.6429,20CM
230853,653444.4286,4859057.233,103.6098,20CM
230854,653449.4004,4859058.397,103.4629,20CM
230855,653447.4325,4859056.127,103.5548,20CM
230857,653441.1488,4859055.02,103.5818,20CM
230867,653444.1559,4859056.024,103.694,20CM
230869,653442.1277,4859054.386,103.6745,20CM
230895,653419.7419,4859068.717,103.7292,X
230901,653422.0459,4859066.598,103.687,20CM
230903,653420.3555,4859066.192,103.6935,20CM
230914,653445.8767,4859056.09,103.6058,20CM
230923,653421.3541,4859064.345,103.6839,20CM
230933,653449.0941,4859056.236,103.4525,20CM
230935,653422.3186,4859065.984,103.7093,20CM
230942,653443.0957,4859054.328,103.6044,20CM
230943,653423.5168,4859061.15,103.6107,20CM
230944,653422.9957,4859062.315,103.607,20CM
230947,653421.3047,4859065.926,103.6787,20CM
230950,653453.1922,4859055.996,103.3637,20CM
230952,653420.5595,4859067.11,103.6595,20CM
230953,653421.8936,4859062.981,103.5757,20CM
230956,653451.5229,4859057.364,103.2948,20CM
230958,653420.676,4859065.668,103.6811,20CM
230960,653450.2467,4859056.748,103.3626,20CM
230963,653441.4595,4859054.708,103.5963,20CM
230966,653418.8045,4859068.69,103.6771,20CM
230984,653443.9946,4859055.507,103.643,20CM
230986,653446.9305,4859054.859,103.6601,20CM
230990,653422.4784,4859061.56,103.5669,20CM
231003,653446.0705,4859056.999,103.6207,20CM
231020,653419.0729,4859068.368,103.7219,20CM
231021,653423.1103,4859060.806,103.6477,20CM
231029,653419.3577,4859068.793,103.7222,20CM
231041,653448.7183,4859055.327,103.5283,20CM
231042,653419.9566,4859067.802,103.6978,20CM
231044,653419.9702,4859067.529,103.6913,20CM
231053,653421.6711,4859064.773,103.691,20CM
231054,653421.2917,4859063.118,103.6541,20CM
231057,653423.081,4859062.905,103.6901,20CM
231062,653445.4648,4859055.291,103.5672,20CM
231067,653442.2103,4859054.671,103.6595,20CM
231078,653419.3656,4859066.581,103.7492,20CM
231084,653418.7389,4859067.635,103.775,20CM
231105,653444.4403,4859055.257,103.5669,20CM
231126,653420.5996,4859066.193,103.6583,20CM
231130,653422.2487,4859062.741,103.58,20CM
231131,653420.7328,4859066.645,103.6305,20CM
231133,653422.6874,4859065.289,103.6955,20CM
231134,653420.2668,4859066.634,103.6914,20CM
231136,653449.8343,4859058.41,103.4598,20CM
231142,653444.6444,4859056.459,103.6963,20CM
231157,653422.0117,4859063.147,103.6105,20CM
231163,653422.2007,4859062.532,103.5833,20CM
231165,653424.2132,4859057.028,103.5627,20CM
231170,653443.5894,4859055.235,103.5638,20CM
231173,653445.4606,4859057.587,103.4679,20CM
231179,653421.6871,4859061.278,103.6224,20CM
231180,653422.3645,4859058.017,103.5862,20CM
231185,653421.9083,4859064.732,103.7125,20CM
231187,653445.871,4859057.261,103.5689,20CM
231192,653422.2274,4859065.274,103.7359,20CM
231193,653423.0293,4859060.282,103.6638,20CM
231195,653440.7311,4859056.604,103.604,20CM
231196,653419.2644,4859066.989,103.7752,20CM
231198,653450.8301,4859056.766,103.358,20CM
231199,653422.4747,4859066.029,103.6797,20CM
231202,653445.2239,4859055.576,103.6206,20CM
231204,653443.3333,4859056.077,103.724,20CM
231205,653441.8973,4859055.423,103.6242,20CM
231206,653419.9447,4859067.148,103.7209,20CM
231209,653422.0547,4859063.439,103.6082,20CM
231210,653422.7379,4859061.614,103.5948,20CM
231211,653422.2961,4859061.882,103.5779,20CM
231212,653421.7232,4859066.185,103.6914,20CM
231213,653423.3561,4859061.453,103.6508,20CM
231217,653422.0681,4859062.94,103.594,20CM
231224,653422.2171,4859059.61,103.6825,20CM
231228,653444.2476,4859056.944,103.68,20CM
231229,653445.8339,4859056.355,103.6508,20CM
231232,653453.7928,4859056.444,103.241,20CM
231237,653449.4503,4859056.236,103.4246,20CM
231238,653442.2072,4859055.505,103.633,20CM
231240,653422.4385,4859059.344,103.6784,20CM
231241,653444.7678,4859055.216,103.5361,20CM
231247,653448.5566,4859056.732,103.4427,20CM
231255,653444.8758,4859055.766,103.6387,20CM
231259,653422.7229,4859060.548,103.5977,20CM
231260,653421.2772,4859066.245,103.6201,20CM
231261,653441.7482,4859056.162,103.7068,20CM
231262,653421.3369,4859064.875,103.6945,20CM
231264,653422.4315,4859062.946,103.6134,20CM
231266,653448.3328,4859056.617,103.4573,20CM
231269,653444.9431,4859056.869,103.6368,20CM
231271,653443.3212,4859054.656,103.6395,20CM
231280,653421.0458,4859065.356,103.6627,20CM
231282,653449.659,4859058.13,103.4897,20CM
231283,653448.1825,4859056.239,103.4277,20CM
231292,653423.8258,4859060.366,103.6381,20CM
231294,653421.1719,4859063.385,103.6784,20CM
231295,653439.7972,4859052.444,103.3732,1M
231302,653421.6146,4859063.225,103.6449,20CM
231303,653445.6266,4859055.233,103.5541,20CM
231314,653423.6259,4859062.268,103.6444,20CM
231320,653418.2573,4859068.516,103.7513,20CM
231329,653419.119,4859067.403,103.8014,20CM
231338,653418.9989,4859067.842,103.7532,20CM
231339,653421.0517,4859065.694,103.6775,20CM
231344,653419.8242,4859066.452,103.7335,20CM
231376,653449.7046,4859058.708,103.3818,20CM
231377,653420.9259,4859064.132,103.8141,X
231381,653442.8091,4859055.951,103.7014,20CM
231383,653423.4259,4859060.51,103.6409,20CM
231385,653446.2242,4859056.159,103.597,20CM
231386,653450.0121,4859056.278,103.4221,20CM
231391,653423.0647,4859061.544,103.5838,20CM
231392,653446.6305,4859056.931,103.5368,20CM
231396,653422.2454,4859063.796,103.6649,20CM
231406,653449.6659,4859058.047,103.5352,20CM
231409,653421.2068,4859064.578,103.6968,20CM
231410,653443.0815,4859056.766,103.6729,20CM
231413,653421.7361,4859065.716,103.732,20CM
231423,653440.6903,4859055.352,103.6702,20CM
231425,653420.8622,4859067.082,103.6589,20CM
231426,653443.3429,4859057.011,103.6329,20CM
231427,653420.9945,4859065.052,103.6735,20CM
231433,653450.2517,4859057.387,103.4232,20CM
231435,653422.4253,4859061.828,103.5599,20CM
231440,653423.5697,4859060.782,103.6335,20CM
231444,653422.8353,4859063.203,103.7126,20CM
231446,653448.8528,4859056.124,103.4779,20CM
231453,653423.5737,4859062.911,103.6764,20CM
231455,653443.8236,4859056.49,103.6817,20CM
231460,653419.5506,4859068.446,103.7574,20CM
231465,653422.4653,4859064.898,103.757,20CM
231469,653421.6025,4859064.936,103.6966,20CM
231475,653420.8232,4859068.234,103.6706,20CM
231481,653450.3493,4859057.964,103.3972,20CM
231483,653423.8263,4859061.295,103.6653,20CM
231494,653450.7481,4859057.513,103.3647,20CM
231495,653419.4354,4859067.153,103.7584,20CM
231505,653449.164,4859055.886,103.4718,20CM
231509,653422.6541,4859064.393,103.7354,20CM
231510,653441.385,4859055.364,103.7139,X
231513,653446.1627,4859054.803,103.5188,20CM
231525,653441.382,4859056.67,103.6478,20CM
231526,653423.3348,4859062.487,103.6609,20CM
231532,653448.6961,4859056.352,103.4424,20CM
231533,653443.9063,4859056.953,103.6804,20CM
231537,653421.148,4859063.599,103.6533,20CM
231542,653443.6731,4859055.963,103.6815,20CM
231543,653447.4842,4859055.518,103.5501,20CM
231550,653449.6488,4859057.232,103.4347,20CM
231552,653423.1165,4859063.348,103.7062,20CM
231559,653449.0517,4859056.986,103.4664,20CM
231566,653420.959,4859067.555,103.6604,20CM
231568,653449.3768,4859057.539,103.5043,20CM
231571,653442.505,4859055.677,103.7131,20CM
231578,653422.8545,4859062.569,103.609,20CM
231584,653420.2238,4859065.396,103.6976,20CM
231585,653420.825,4859067.806,103.6667,20CM
231589,653419.58,4859069.029,103.7281,X
231590,653449.7398,4859057.75,103.4737,20CM
231593,653421.8201,4859062.643,103.6073,20CM
231596,653420.2643,4859066.934,103.7043,20CM
231598,653442.9826,4859055.073,103.6744,20CM
231602,653442.2144,4859054.984,103.7304,20CM
231603,653445.5661,4859055.565,103.6186,20CM
231607,653446.0832,4859055.773,103.5708,20CM
231612,653442.5722,4859055.372,103.6684,20CM
231614,653445.361,4859054.682,103.546,20CM
231621,653421.7525,4859064.422,103.6506,20CM
231622,653444.3056,4859055.615,103.6287,20CM
231623,653441.093,4859055.791,103.6885,20CM
231632,653448.7712,4859057.094,103.5117,20CM
231639,653440.9595,4859056.287,103.6335,20CM
231645,653424.0515,4859060.617,103.6951,20CM
231646,653421.2835,4859066.963,103.6959,20CM
231648,653421.5671,4859067.074,103.7367,20CM
231750,653448.746,4859057.344,103.587,X
231764,653422.0442,4859065.437,103.7719,20CM
231767,653442.0091,4859056.089,103.6852,20CM
231773,653421.3861,4859065.44,103.6893,20CM
231777,653421.9291,4859062.329,103.6104,20CM
231792,653444.9313,4859057.456,103.5942,20CM
231799,653420.4845,4859067.628,103.6779,20CM
231800,653449.9171,4859056.597,103.402,20CM
231801,653450.0391,4859057.809,103.4466,20CM
231803,653420.4342,4859065.906,103.7083,20CM
231805,653423.2837,4859060.564,103.6337,20CM
231809,653422.4188,4859063.513,103.6659,20CM
231810,653440.1486,4859052.116,103.5464,20CM
231821,653421.1781,4859067.338,103.6916,20CM
231822,653445.9928,4859056.303,103.5982,20CM
231826,653448.0189,4859055.692,103.5049,20CM
231829,653442.6628,4859054.471,103.6058,20CM
231831,653446.5052,4859057.525,103.5522,20CM
231837,653444.2863,4859056.248,103.6948,20CM
231838,653422.3368,4859064.744,103.7415,20CM
231843,653422.9853,4859061.885,103.5847,20CM
231847,653422.5064,4859063.318,103.6317,20CM
231848,653442.6426,4859056.808,103.6481,20CM
231849,653445.0016,4859054.732,103.5514,20CM
231855,653422.463,4859061.27,103.5974,20CM
231858,653419.784,4859066.919,103.7513,20CM
231859,653445.2916,4859056.614,103.6892,X
231862,653418.6594,4859068.126,103.8799,X
231869,653445.9811,4859055.126,103.5537,20CM
231870,653449.041,4859055.422,103.5441,X
231871,653422.7132,4859062.809,103.5939,20CM
231874,653424.0105,4859061.647,103.6563,20CM
231876,653447.4235,4859055.051,103.539,20CM
231880,653447.987,4859054.807,103.5939,20CM
231884,653443.366,4859055.638,103.7259,20CM
231886,653422.5813,4859063.975,103.6669,20CM
231894,653448.5837,4859054.922,103.6009,X
231895,653419.4571,4859067.58,103.814,20CM
231907,653420.9858,4859064.746,103.6926,20CM
231908,653421.753,4859064.064,103.698,20CM
231909,653419.8754,4859069.134,103.6488,20CM
231915,653419.7232,4859068.294,103.7261,20CM
231921,653420.9248,4859065.974,103.656,20CM
231924,653423.1868,4859061.067,103.615,20CM
231926,653420.1017,4859065.886,103.8631,X
231927,653450.3531,4859057.169,103.4052,20CM
231933,653440.8407,4859055.722,103.704,20CM
231936,653441.9428,4859054.315,103.5885,20CM
231944,653443.9614,4859054.97,103.5597,X
230501,652143.011,4860974.96,135.4291,20CM
230510,652143.4831,4860970.799,135.4357,20CM
230527,652166.441,4860973.963,134.9592,20CM
230532,652173.0093,4860979.283,134.9435,20CM
230542,652168.4053,4860973.343,134.9921,20CM
230550,652170.8295,4860976.25,134.9783,20CM
230561,652167.045,4860974.306,134.9481,20CM
230562,652142.5376,4860972.494,135.4533,20CM
230568,652142.4747,4860972.205,135.4361,20CM
230572,652142.092,4860976.104,135.2957,20CM
230573,652167.1365,4860974.831,134.8462,20CM
230576,652142.0618,4860977.274,135.4559,20CM
230580,652144.0349,4860970.925,135.5026,20CM
230582,652140.1692,4860978.461,135.3219,20CM
230591,652142.579,4860973.605,135.4451,20CM
230597,652143.2603,4860973.094,135.4634,20CM
230607,652174.2196,4860978.27,134.8299,20CM
230608,652142.3381,4860976.362,135.3403,20CM
230610,652142.1172,4860972.831,135.4804,20CM
230615,652142.116,4860975.482,135.3308,20CM
230624,652143.1595,4860970.23,135.3989,20CM
230636,652141.5819,4860973.942,135.4825,20CM
230639,652173.8627,4860977.637,134.8951,20CM
230647,652142.8764,4860970.601,135.4042,20CM
230649,652170.5826,4860975.552,134.9207,20CM
230651,652171.4989,4860976.507,134.9715,20CM
230660,652142.339,4860973.727,135.4539,20CM
230666,652166.4792,4860973.47,134.9734,20CM
230672,652142.2725,4860976.297,135.2994,20CM
230703,652142.6087,4860975.875,135.3584,20CM
230718,652166.7999,4860972.866,134.9147,20CM
230743,652142.4534,4860970.184,135.3681,20CM
230750,652172.5861,4860979.264,134.9985,20CM
230784,652143.2326,4860971.562,135.4391,20CM
230811,652168.5212,4860974.846,134.862,20CM
230840,652140.8696,4860979.048,135.27,20CM
230864,652169.5874,4860974.741,134.9313,20CM
230872,652143.3153,4860969.933,135.3368,20CM
230873,652174.4025,4860976.972,134.7997,20CM
230883,652168.7504,4860974.689,134.8663,20CM
230887,652142.7777,4860974.813,135.4139,X
230891,652140.8866,4860977.676,135.3063,20CM
230894,652141.2357,4860976.272,135.2663,20CM
230900,652143.1704,4860975.367,135.4209,20CM
230919,652143.7005,4860969.207,135.2311,20CM
230965,652167.4759,4860974.128,134.9663,20CM
230967,652172.6557,4860977.165,134.9,20CM
230970,652141.7485,4860976.036,135.2315,20CM
230973,652169.6208,4860976.511,134.9547,20CM
230976,652173.0798,4860978.267,134.8693,20CM
230977,652174.5649,4860977.716,134.7685,20CM
230978,652173.0073,4860977.145,134.915,20CM
230983,652143.2502,4860974.981,135.4698,20CM
230985,652168.7174,4860973.853,134.9649,20CM
230987,652142.7121,4860974.181,135.4623,20CM
230992,652142.9919,4860971.383,135.4276,20CM
230998,652172.3188,4860977.598,134.9474,20CM
230999,652169.5242,4860975.064,134.9199,20CM
231004,652141.2179,4860978.712,135.26,20CM
231008,652174.3244,4860978.649,134.8233,20CM
231009,652142.7103,4860975.326,135.3719,20CM
231010,652142.9732,4860975.643,135.3835,20CM
231014,652170.9373,4860978.342,135.0526,20CM
231015,652173.3968,4860979.258,134.9519,20CM
231018,652142.6707,4860972.096,135.432,20CM
231023,652142.6155,4860971.055,135.4195,20CM
231025,652171.7463,4860976.88,134.9642,20CM
231030,652173.6917,4860977.245,134.8625,20CM
231032,652144.0175,4860971.302,135.4803,20CM
231033,652141.1454,4860977.601,135.3061,20CM
231034,652168.9538,4860975.834,134.8776,20CM
231040,652143.8111,4860969.736,135.314,20CM
231043,652168.0335,4860974.757,134.8944,20CM
231049,652141.9028,4860976.586,135.2414,20CM
231050,652142.9669,4860969.82,135.3481,20CM
231056,652173.3509,4860975.933,134.9322,20CM
231060,652173.3332,4860977.56,134.8597,20CM
231061,652141.3911,4860976.561,135.1909,20CM
231064,652170.45,4860977.374,135.0572,20CM
231065,652142.6152,4860976.083,135.3433,20CM
231066,652144.2156,4860969.727,135.3235,20CM
231070,652167.9759,4860975.651,134.8915,20CM
231071,652140.6859,4860978.159,135.277,20CM
231073,652173.288,4860977.962,134.918,20CM
231075,652141.3866,4860976.33,135.2228,20CM
231077,652170.2658,4860974.933,134.9827,20CM
231079,652141.3402,4860978.979,135.3335,20CM
231080,652141.5298,4860978.3,135.4721,20CM
231081,652167.6582,4860974.447,134.9471,20CM
231083,652143.4682,4860971.947,135.4695,20CM
231086,652167.3727,4860973.397,134.9607,20CM
231088,652166.2916,4860972.815,134.8635,20CM
231089,652143.7281,4860972.106,135.5077,20CM
231090,652143.4114,4860972.523,135.4705,20CM
231092,652141.9055,4860975.744,135.2852,20CM
231094,652171.0489,4860975.64,135.0202,20CM
231095,652168.3617,4860975.678,134.8716,20CM
231096,652172.1723,4860975.731,134.9286,20CM
231097,652167.5399,4860973.049,134.853,20CM
231099,652142.7205,4860971.379,135.4372,20CM
231100,652170.1354,4860976.592,134.9876,20CM
231101,652142.9608,4860968.95,135.2527,20CM
231102,652141.9726,4860971.556,135.4911,20CM
231104,652141.0185,4860978.03,135.2335,20CM
231106,652142.1838,4860972.994,135.4597,20CM
231107,652167.609,4860973.807,134.955,20CM
231109,652142.8453,4860972.478,135.4561,20CM
231111,652140.6843,4860977.49,135.2918,20CM
231112,652142.7659,4860975.866,135.3574,20CM
231113,652141.2737,4860977.231,135.2451,20CM
231114,652169.9092,4860976.463,134.9408,20CM
231115,652169.3082,4860974.266,134.9503,20CM
231116,652171.5243,4860978.421,135.0418,20CM
231118,652171.3762,4860977.638,135.0611,20CM
231119,652171.0846,4860977.517,135.0143,20CM
231121,652142.247,4860974.079,135.4768,20CM
231124,652142.6001,4860973.386,135.4475,20CM
231125,652142.9877,4860973.788,135.5063,20CM
231129,652140.5675,4860978.434,135.2691,20CM
231135,652169.1343,4860976.331,134.9887,20CM
231137,652142.2099,4860977.613,135.4071,20CM
231140,652141.6769,4860976.929,135.2492,20CM
231144,652142.4011,4860974.968,135.387,20CM
231146,652141.8749,4860978.358,135.522,20CM
231147,652142.5656,4860973.974,135.4527,20CM
231150,652142.5299,4860973.644,135.4417,20CM
231154,652165.8111,4860973.531,134.9974,20CM
231155,652167.3303,4860973.924,134.9902,X
231160,652171.2117,4860976.68,134.9864,20CM
231161,652142.3424,4860970.805,135.4205,20CM
231650,652141.9444,4860978.037,135.5912,20CM
231651,652167.6061,4860975.281,134.7893,20CM
231652,652167.9454,4860974.138,135.0321,20CM
231653,652169.3945,4860975.258,134.8647,20CM
231654,652167.7041,4860973.647,135.0065,20CM
231655,652141.2304,4860978.18,135.2672,20CM
231656,652168.7361,4860975.145,134.8507,20CM
231657,652142.51,4860974.98,135.4035,20CM
231658,652142.3824,4860976.009,135.3131,20CM
231659,652143.1712,4860970.996,135.4425,20CM
231660,652143.1832,4860973.726,135.4665,20CM
231661,652143.4649,4860971.517,135.4487,20CM
231662,652142.2653,4860971.716,135.4654,20CM
231663,652142.5823,4860971.722,135.4181,20CM
231664,652143.6836,4860971.141,135.456,20CM
231665,652141.9601,4860975.639,135.3279,20CM
231666,652171.8706,4860978.824,134.937,20CM
231667,652168.3746,4860973.941,134.9763,20CM
231668,652167.2526,4860974.135,134.9521,20CM
231669,652141.8543,4860974.219,135.4655,20CM
231670,652140.7967,4860978.032,135.27,20CM
231671,652173.1391,4860978.837,134.9465,20CM
231672,652142.124,4860976.43,135.27,20CM
231673,652173.6784,4860978.262,134.8939,20CM
231674,652144.0222,4860970.641,135.4623,X
231675,652172.1526,4860978.516,134.9126,20CM
231676,652142.3196,4860975.224,135.3639,20CM
231678,652170.398,4860975.7,134.9161,20CM
231679,652142.5911,4860976.801,135.508,20CM
231680,652141.3265,4860976.828,135.2755,20CM
231681,652142.0927,4860973.69,135.4542,20CM
231682,652171.2276,4860978.094,135.0397,20CM
231683,652168.0944,4860975.787,134.8683,20CM
231684,652171.0937,4860976.08,135.001,20CM
231685,652172.182,4860976.344,134.9992,20CM
231686,652170.6525,4860975.191,134.9181,20CM
231687,652141.7479,4860977.419,135.4273,20CM
231688,652173.0169,4860977.412,134.9214,20CM
231689,652172.6158,4860977.756,134.9117,20CM
231690,652142.2555,4860970.347,135.4072,20CM
231691,652173.7781,4860976.785,134.9101,20CM
231692,652171.3087,4860976.932,134.9873,20CM
231694,652142.0788,4860972.154,135.4975,20CM
231695,652140.5428,4860977.161,135.3527,20CM
231696,652143.4568,4860972.854,135.5049,20CM
231697,652167.7935,4860974.375,134.953,20CM
231698,652141.5047,4860975.863,135.3685,X
231699,652142.5903,4860976.545,135.4852,20CM
231700,652167.694,4860973.056,134.8851,20CM
231701,652144.5652,4860969.711,135.3463,20CM
231702,652172.3565,4860978.451,134.9594,20CM
231703,652142.1653,4860971.076,135.4538,20CM
231704,652142.8552,4860974.091,135.4567,20CM
231705,652169.2165,4860974.872,134.8821,20CM
231706,652142.1141,4860976.716,135.3512,20CM
231708,652166.0727,4860973.264,134.953,20CM
231709,652174.1463,4860977.392,134.8165,20CM
231710,652168.5115,4860975.513,134.8127,20CM
231711,652170.3994,4860977.126,134.9424,20CM
231712,652172.9574,4860979.475,134.9418,20CM
231713,652170.7062,4860977.248,134.9604,20CM
231714,652144.0161,4860969.488,135.281,20CM
231715,652165.8707,4860972.997,134.9619,20CM
231716,652170.9185,4860978.086,135.0171,20CM
231717,652169.4695,4860975.542,134.897,20CM
231718,652143.1698,4860973.422,135.4796,20CM
231719,652172.7513,4860978.28,134.9769,20CM
231720,652167.6041,4860975.004,134.8832,20CM
231721,652170.1236,4860976.49,134.9088,20CM
231722,652170.085,4860977.225,134.9893,20CM
231723,652142.1217,4860975.771,135.3088,20CM
231724,652141.0917,4860979.085,135.3322,20CM
231725,652141.0483,4860977.002,135.2773,20CM
231726,652139.744,4860978.229,135.3883,20CM
231727,652166.8401,4860973.164,134.9384,20CM
231728,652167.3679,4860974.371,134.9728,X
231729,652142.5982,4860969.747,135.3361,20CM
231730,652140.7829,4860978.549,135.231,20CM
231731,652140.9822,4860976.544,135.2634,20CM
231732,652166.5674,4860973.1,134.9065,20CM
231734,652142.5074,4860974.602,135.4374,20CM
231735,652141.6343,4860975.478,135.369,20CM
231736,652143.3208,4860974.302,135.4648,20CM
231737,652143.3976,4860972.159,135.4576,20CM
231738,652170.6514,4860975.727,134.9986,20CM
231739,652140.9904,4860978.679,135.1912,20CM
231740,652168.3727,4860976.107,134.8643,20CM
231741,652142.0189,4860974.052,135.4282,20CM
231742,652143.6462,4860969.963,135.3543,20CM
231743,652166.7719,4860972.525,134.9111,20CM
231744,652167.982,4860973.274,134.9174,20CM
231745,652143.0888,4860970.761,135.4754,20CM
231747,652168.8247,4860976.222,134.8703,20CM
231748,652170.332,4860975.469,134.9193,20CM
231749,652175.4001,4860979.426,134.7809,20CM
231950,652142.6346,4860973.894,135.4998,20CM
231951,652141.3819,4860977.892,135.367,20CM
231952,652142.4314,4860975.738,135.3088,20CM
231953,652171.9762,4860976.449,134.9594,20CM
231954,652140.4973,4860978.863,135.2483,20CM
231955,652168.2018,4860974.146,134.9606,20CM
231956,652168.3268,4860974.522,134.9187,20CM
231957,652143.0556,4860971.774,135.432,20CM
231958,652141.8402,4860976.987,135.3575,20CM
231959,652141.2418,4860975.46,135.3878,20CM
231960,652172.8734,4860976.666,134.9322,20CM
231962,652142.9789,4860972.082,135.4647,20CM
231963,652171.9714,4860977.718,134.9142,20CM
231964,652142.7295,4860970.841,135.425,20CM
231965,652141.7585,4860974.9,135.4858,20CM
231967,652170.9107,4860975.861,134.9782,X
231968,652141.9298,4860973.476,135.4402,20CM
231969,652140.539,4860976.939,135.3512,20CM
231971,652166.9368,4860972.339,134.8426,20CM
231972,652168.3925,4860975.249,134.8056,20CM
231973,652172.9774,4860980.128,134.9856,20CM
231974,652142.1985,4860974.633,135.3949,20CM
231975,652166.8113,4860974.036,135.0796,X
231976,652140.1962,4860978.35,135.3162,20CM
231977,652143.003,4860973.039,135.4465,20CM
231978,652173.7409,4860978.047,134.8682,20CM
231979,652169.1584,4860975.774,134.9405,20CM
231980,652171.5182,4860977.88,134.9872,20CM
231981,652142.6727,4860974.42,135.4293,20CM
231982,652166.4781,4860973.603,134.9691,20CM
231983,652141.736,4860976.39,135.2035,20CM
231984,652165.5236,4860973.335,134.987,20CM
231985,652142.752,4860970.262,135.3734,20CM
231986,652166.7636,4860974.652,135.07,X
231987,652170.5823,4860976.463,135.0792,X
231988,652143.2255,4860969.319,135.318,20CM
231989,652170.0736,4860976.058,134.9402,20CM
231990,652140.3117,4860977.56,135.3319,20CM
231991,652144.0719,4860970.15,135.372,20CM
231992,652143.8546,4860971.014,135.4805,20CM
231993,652169.292,4860975.169,134.8704,20CM
231994,652173.4509,4860977.075,134.8947,20CM
231995,652171.6675,4860975.942,134.92,20CM
231996,652171.2767,4860976.957,134.9787,20CM
231997,652143.9649,4860971.833,135.5096,20CM
231998,652172.7037,4860978.859,135.0148,20CM
231999,652167.29,4860974.54,134.9961,X
